address,sold_price,bathroom_ct,bedroom_ct,home_sqft,sold_date,image_url,lat,lng,home_type,year_built,heating_type,parking_info,lot_sqft,zipcode
"100 E Fillmore St UNIT 113, Phoenix, AZ 85004",259000.0,1.0,2.0,829.0,6/12/2020,https://photos.zillowstatic.com/fp/e57da6198192fe003ece7bed2a4b9c14-p_e.jpg,33.45156,-112.06986,,,,,,85004
"615 E Portland St UNIT 156, Phoenix, AZ 85004",380000.0,3.0,3.0,1995.0,6/5/2020,https://photos.zillowstatic.com/fp/690ae19640403b957505f0a116adaf12-p_e.jpg,33.45156,-112.06986,,,,,,85004
"509 E Ames Pl, Phoenix, AZ 85004",445000.0,4.0,3.0,1843.0,6/3/2020,https://photos.zillowstatic.com/p_e/ISzfywfyxr4ont0000000000.jpg,33.45156,-112.06986,,,,,,85004
"4864 S Deer Trl, Phoenix, AZ 85004",343498.0,2.0,3.0,1766.0,6/2/2020,https://photos.zillowstatic.com/fp/0c26923655529e93a7ffcc8d39d7ba56-p_e.jpg,33.45156,-112.06986,,,,,,85004
"424 S 2nd St UNIT 307, Phoenix, AZ 85004",283000.0,1.5,1.0,1114.0,5/29/2020,https://photos.zillowstatic.com/fp/1994448cdbb8df0b6a652f90f7c59721-p_e.jpg,33.45156,-112.06986,,,,,,85004
"1802 N Whittier Dr, Phoenix, AZ 85006",350000.0,2.0,3.0,1234.0,11/19/2020,https://photos.zillowstatic.com/fp/76fec7fedef97743e4bea56e6db8af33-p_e.jpg,33.46516,-112.04789,,,,,,85006
"2234 N 10th St, Phoenix, AZ 85006",735000.0,2.0,4.0,3191.0,11/17/2020,https://photos.zillowstatic.com/fp/fddba333a0bd1e282ece60edc23437d7-p_e.jpg,33.46516,-112.04789,,,,,,85006
"1408 E Hoover Ave, Phoenix, AZ 85006",270000.0,1.0,3.0,696.0,11/17/2020,https://photos.zillowstatic.com/fp/7c194b852bfebbe95481d0e36e0ea6f0-p_e.jpg,33.46516,-112.04789,,,,,,85006
"475 N 9th St #104, Phoenix, AZ 85006",219500.0,1.0,1.0,549.0,11/17/2020,https://photos.zillowstatic.com/p_e/ISvc94hltofqjv0000000000.jpg,33.46516,-112.04789,,,,,,85006
"475 N 9th St #202, Phoenix, AZ 85006",223000.0,1.0,1.0,549.0,11/17/2020,https://photos.zillowstatic.com/p_e/ISn2gs5ms1duyw1000000000.jpg,33.46516,-112.04789,,,,,,85006
"1735 E Yale St, Phoenix, AZ 85006",300000.0,1.0,3.0,1141.0,11/16/2020,https://photos.zillowstatic.com/fp/4f853aadc7cab2025bee88686efe9394-p_e.jpg,33.46516,-112.04789,,,,,,85006
"1922 N 21st Pl, Phoenix, AZ 85006",243390.0,2.0,2.0,1393.0,11/16/2020,https://photos.zillowstatic.com/fp/505f40bcbcfa89939e4e207d52e2ece2-p_e.jpg,33.46516,-112.04789,,,,,,85006
"475 N 9th St #106, Phoenix, AZ 85006",209500.0,1.0,1.0,435.0,11/13/2020,https://photos.zillowstatic.com/p_e/IS3fwlyxanzo7z0000000000.jpg,33.46516,-112.04789,,,,,,85006
"1428 E Portland St, Phoenix, AZ 85006",287500.0,1.0,2.0,812.0,11/13/2020,https://photos.zillowstatic.com/fp/8e25e1fb40d3cb4faa9c1c11d60a0dff-p_e.jpg,33.46516,-112.04789,,,,,,85006
"1739 E Granada Rd, Phoenix, AZ 85006",386750.0,2.0,3.0,1573.0,11/13/2020,,33.46516,-112.04789,,,,,,85006
"2205 N 21st St, Phoenix, AZ 85006",339900.0,2.0,3.0,1393.0,11/12/2020,,33.46516,-112.04789,,,,,,85006
"2318 N Mitchell St, Phoenix, AZ 85006",460000.0,2.0,2.0,1401.0,11/12/2020,,33.46516,-112.04789,,,,,,85006
"2512 N 10th St, Phoenix, AZ 85006",472000.0,2.0,3.0,1360.0,11/12/2020,,33.46516,-112.04789,,,,,,85006
"E Oak St, Phoenix, AZ 85006",490000.0,2.5,2.0,1650.0,11/10/2020,,33.46516,-112.04789,,,,,,85006
"2213 E Sheridan St, Phoenix, AZ 85006",285000.0,2.5,4.0,1044.0,11/10/2020,,33.46516,-112.04789,,,,,,85006
"2538 N 9th St, Phoenix, AZ 85006",260000.0,1.0,2.0,780.0,11/10/2020,,33.46516,-112.04789,,,,,,85006
"2309 E Brill St, Phoenix, AZ 85006",315000.0,3.0,3.0,1506.0,11/10/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #203, Phoenix, AZ 85006",229500.0,1.0,1.0,549.0,11/10/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #204, Phoenix, AZ 85006",214500.0,1.0,1.0,563.0,11/9/2020,,33.46516,-112.04789,,,,,,85006
"2858 N Greenfield Rd, Phoenix, AZ 85006",300000.0,1.75,2.0,1340.0,11/9/2020,,33.46516,-112.04789,,,,,,85006
"N 15th St, Phoenix, AZ 85006",360000.0,2.0,3.0,1200.0,11/6/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #201, Phoenix, AZ 85006",258000.0,1.0,1.0,613.0,11/6/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #206, Phoenix, AZ 85006",245000.0,1.0,1.0,561.0,11/5/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #308, Phoenix, AZ 85006",223000.0,1.0,1.0,513.0,11/5/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #208, Phoenix, AZ 85006",207000.0,1.0,1.0,513.0,11/5/2020,,33.46516,-112.04789,,,,,,85006
"929 E Taylor St, Phoenix, AZ 85006",449000.0,0.0,0.0,1950.0,11/4/2020,,33.46516,-112.04789,,,,,,85006
"2617 N 10th St, Phoenix, AZ 85006",665000.0,3.0,3.0,1760.0,11/4/2020,,33.46516,-112.04789,,,,,,85006
"E Taylor St, Phoenix, AZ 85006",449000.0,2.0,2.0,1115.0,11/4/2020,,33.46516,-112.04789,,,,,,85006
"1934 E Brill St, Phoenix, AZ 85006",324000.0,1.0,2.0,1040.0,11/4/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #105, Phoenix, AZ 85006",239500.0,1.0,1.0,575.0,11/3/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #103, Phoenix, AZ 85006",213000.0,1.0,1.0,549.0,11/3/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #102, Phoenix, AZ 85006",204500.0,1.0,1.0,549.0,11/3/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #316, Phoenix, AZ 85006",251500.0,1.0,1.0,613.0,11/3/2020,,33.46516,-112.04789,,,,,,85006
"1441 E Brill St, Phoenix, AZ 85006",223500.0,1.0,2.0,1056.0,11/2/2020,,33.46516,-112.04789,,,,,,85006
"1416 E Mckinley St, Phoenix, AZ 85006",395000.0,1.0,1.0,1320.0,11/2/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #307, Phoenix, AZ 85006",277500.0,1.0,1.0,744.0,10/30/2020,,33.46516,-112.04789,,,,,,85006
"2221 N 22nd St, Phoenix, AZ 85006",195000.0,1.0,2.0,918.0,10/30/2020,,33.46516,-112.04789,,,,,,85006
"2322 N 12th St, Phoenix, AZ 85006",215000.0,1.0,2.0,700.0,10/30/2020,,33.46516,-112.04789,,,,,,85006
"1469 E Fillmore St, Phoenix, AZ 85006",625000.0,4.0,6.0,3600.0,10/30/2020,,33.46516,-112.04789,,,,,,85006
"1469 E Fillmore St, Phoenix, AZ 85006",625000.0,4.0,6.0,3600.0,10/30/2020,https://photos.zillowstatic.com/fp/326eea99f9f700032e05e30c7e1e56eb-p_e.jpg,33.46516,-112.04789,,,,,,85006
"1423 E Granada Rd, Phoenix, AZ 85006",460000.0,3.0,3.0,1925.0,10/30/2020,https://photos.zillowstatic.com/fp/1854696fbd95516688f9c4d8dadec649-p_e.jpg,33.46516,-112.04789,,,,,,85006
"475 N 9th St #112, Phoenix, AZ 85006",219500.0,1.0,1.0,575.0,10/29/2020,https://photos.zillowstatic.com/p_e/ISvkvqji2n8gb40000000000.jpg,33.46516,-112.04789,,,,,,85006
"2044 E Granada Rd, Phoenix, AZ 85006",306000.0,2.0,4.0,1982.0,10/29/2020,https://photos.zillowstatic.com/fp/4f49e902416d65951cac6e893ad84d0e-p_e.jpg,33.46516,-112.04789,,,,,,85006
"1450 E Hoover Ave, Phoenix, AZ 85006",410000.0,2.0,4.0,1288.0,10/27/2020,https://photos.zillowstatic.com/fp/702dad23c70acf2444116c0144d5d8c4-p_e.jpg,33.46516,-112.04789,,,,,,85006
"1814 N 20th St, Phoenix, AZ 85006",308000.0,1.0,2.0,1014.0,10/27/2020,https://photos.zillowstatic.com/fp/565fbf7115a88a333bf7b48c63b67f7a-p_e.jpg,33.46516,-112.04789,,,,,,85006
"2114 E Harvard St, Phoenix, AZ 85006",300000.0,2.0,3.0,1397.0,10/23/2020,https://photos.zillowstatic.com/fp/62dc2a7babbb84aafbe2c3af234eaa02-p_e.jpg,33.46516,-112.04789,,,,,,85006
"841 E Cambridge Ave, Phoenix, AZ 85006",460000.0,3.0,4.0,2183.0,10/23/2020,https://photos.zillowstatic.com/fp/1ca23f7da8faf7d0ac9f319ce7750878-p_e.jpg,33.46516,-112.04789,,,,,,85006
"1225 E Moreland St, Phoenix, AZ 85006",345000.0,2.0,3.0,1128.0,10/21/2020,,33.46516,-112.04789,,,,,,85006
"1803 E Sheridan St, Phoenix, AZ 85006",322000.0,2.0,3.0,1300.0,10/21/2020,,33.46516,-112.04789,,,,,,85006
"E Mckinley St, Phoenix, AZ 85006",395000.0,1.0,2.0,1220.0,10/17/2020,,33.46516,-112.04789,,,,,,85006
"2233 E Taylor St, Phoenix, AZ 85006",265000.0,2.0,3.0,1055.0,10/16/2020,,33.46516,-112.04789,,,,,,85006
"2241 N 22nd Pl, Phoenix, AZ 85006",350000.0,2.0,3.0,1575.0,10/16/2020,,33.46516,-112.04789,,,,,,85006
"1306 E Almeria Rd, Phoenix, AZ 85006",360000.0,2.0,3.0,792.0,10/16/2020,,33.46516,-112.04789,,,,,,85006
"2025 E Sheridan St, Phoenix, AZ 85006",103000.0,2.0,0.0,0.0,10/16/2020,,33.46516,-112.04789,,,,,,85006
"E Sheridan St, Phoenix, AZ 85006",103000.0,1.0,2.0,836.0,10/16/2020,,33.46516,-112.04789,,,,,,85006
"1805 N 10th St, Phoenix, AZ 85006",425000.0,1.0,2.0,1233.0,10/15/2020,,33.46516,-112.04789,,,,,,85006
"1006 E Mckinley St, Phoenix, AZ 85006",410000.0,1.0,2.0,1149.0,10/15/2020,,33.46516,-112.04789,,,,,,85006
"2141 E Taylor St, Phoenix, AZ 85006",330000.0,4.5,3.0,1904.0,10/15/2020,,33.46516,-112.04789,,,,,,85006
"N 10th St, Phoenix, AZ 85006",860000.0,1.0,2.0,0.0,10/13/2020,,33.46516,-112.04789,,,,,,85006
"1410 E Edgemont Ave, Phoenix, AZ 85006",390000.0,1.0,2.0,1218.0,10/13/2020,,33.46516,-112.04789,,,,,,85006
"1341 E Hubbell St, Phoenix, AZ 85006",710000.0,2.5,4.0,1966.0,10/13/2020,,33.46516,-112.04789,,,,,,85006
"2251 E Willetta St, Phoenix, AZ 85006",270000.0,1.0,3.0,1228.0,10/13/2020,,33.46516,-112.04789,,,,,,85006
"2150 E Polk St, Phoenix, AZ 85006",130000.0,1.0,0.0,0.0,10/12/2020,,33.46516,-112.04789,,,,,,85006
"2040 E Monte Vista Rd, Phoenix, AZ 85006",230000.0,3.0,3.0,1852.0,10/12/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #215, Phoenix, AZ 85006",223000.0,1.0,1.0,549.0,10/8/2020,,33.46516,-112.04789,,,,,,85006
"2333 N 11th St, Phoenix, AZ 85006",429000.0,1.0,2.0,931.0,10/7/2020,,33.46516,-112.04789,,,,,,85006
"1326 E Almeria Rd, Phoenix, AZ 85006",340000.0,1.0,3.0,1296.0,10/7/2020,,33.46516,-112.04789,,,,,,85006
"2208 N 13th St, Phoenix, AZ 85006",335000.0,1.0,2.0,956.0,10/6/2020,,33.46516,-112.04789,,,,,,85006
"1525 E Palm Ln, Phoenix, AZ 85006",445000.0,2.0,4.0,1463.0,10/6/2020,,33.46516,-112.04789,,,,,,85006
"N 11th St, Phoenix, AZ 85006",650000.0,2.0,2.0,1150.0,10/5/2020,,33.46516,-112.04789,,,,,,85006
"322 N 11th Pl, Phoenix, AZ 85006",170000.0,1.0,0.0,1058.0,10/5/2020,,33.46516,-112.04789,,,,,,85006
"1125 N 11th St, Phoenix, AZ 85006",650000.0,0.0,1.0,998.0,10/5/2020,,33.46516,-112.04789,,,,,,85006
"1312 E Virginia Ave, Phoenix, AZ 85006",306000.0,1.0,2.0,957.0,10/5/2020,,33.46516,-112.04789,,,,,,85006
"1501 E Coronado Rd, Phoenix, AZ 85006",400000.0,2.0,2.0,1574.0,10/5/2020,,33.46516,-112.04789,,,,,,85006
"1001 N 11th St, Phoenix, AZ 85006",350000.0,1.75,6.0,1105.0,10/5/2020,https://photos.zillowstatic.com/fp/f1c44dc52479147d8a28646a9ccc1290-p_e.jpg,33.46516,-112.04789,,,,,,85006
"N 11th St, Phoenix, AZ 85006",650000.0,2.0,2.0,1150.0,10/5/2020,https://photos.zillowstatic.com/p_e/ISjvnqygyv9w9e1000000000.jpg,33.46516,-112.04789,,,,,,85006
"340 N 13th Pl, Phoenix, AZ 85006",300000.0,0.0,0.0,1008.0,10/2/2020,,33.46516,-112.04789,,,,,,85006
"338 N 13th Pl, Phoenix, AZ 85006",300000.0,1.0,3.0,1008.0,10/2/2020,https://photos.zillowstatic.com/fp/9a5f91dc15353acedecc312f1ea246f5-p_e.jpg,33.46516,-112.04789,,,,,,85006
"2546 N 10th St, Phoenix, AZ 85006",508500.0,2.0,4.0,1751.0,10/2/2020,https://photos.zillowstatic.com/fp/452a4599419c2c198f4966a4e49a647c-p_e.jpg,33.46516,-112.04789,,,,,,85006
"727 E Portland St APT 25, Phoenix, AZ 85006",370000.0,2.0,2.0,1444.0,10/1/2020,https://photos.zillowstatic.com/p_e/ISz7kgr62r55kb0000000000.jpg,33.46516,-112.04789,,,,,,85006
"727 E Portland St #C25, Phoenix, AZ 85006",370000.0,2.0,2.0,1444.0,10/1/2020,https://photos.zillowstatic.com/fp/546f5ee19b8ce552eea0eba1897b23f0-p_e.jpg,33.46516,-112.04789,,,,,,85006
"2213 N 21st Pl, Phoenix, AZ 85006",229900.0,2.0,3.0,1263.0,10/1/2020,https://photos.zillowstatic.com/fp/ea4ab925feebcf2adc5a4b52a490ece1-p_e.jpg,33.46516,-112.04789,,,,,,85006
"2225 E Fillmore St, Phoenix, AZ 85006",150000.0,1.0,2.0,702.0,10/1/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #116, Phoenix, AZ 85006",209500.0,1.0,1.0,575.0,9/30/2020,,33.46516,-112.04789,,,,,,85006
"E Pierce St, Phoenix, AZ 85006",602500.0,2.0,2.0,1612.0,9/30/2020,,33.46516,-112.04789,,,,,,85006
"1709 E Moreland St, Phoenix, AZ 85006",350000.0,0.0,1.0,1544.0,9/30/2020,,33.46516,-112.04789,,,,,,85006
"2225 N 22nd St, Phoenix, AZ 85006",415000.0,2.0,4.0,2087.0,9/29/2020,,33.46516,-112.04789,,,,,,85006
"2021 E Harvard St, Phoenix, AZ 85006",280100.0,1.0,2.0,1079.0,9/29/2020,,33.46516,-112.04789,,,,,,85006
"905 E Mckinley St #100, Phoenix, AZ 85006",210000.0,1.0,0.0,726.0,9/28/2020,,33.46516,-112.04789,,,,,,85006
"2509 N Mitchell St, Phoenix, AZ 85006",350316.0,1.0,2.0,1001.0,9/25/2020,,33.46516,-112.04789,,,,,,85006
"1131 E Coronado Rd, Phoenix, AZ 85006",499000.0,3.0,4.0,1760.0,9/24/2020,,33.46516,-112.04789,,,,,,85006
"1620 E Cambridge Ave APT 4, Phoenix, AZ 85006",95000.0,2.0,2.0,1042.0,9/24/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #216, Phoenix, AZ 85006",249500.0,1.0,1.0,613.0,9/22/2020,,33.46516,-112.04789,,,,,,85006
"1141 E Portland St, Phoenix, AZ 85006",355000.0,2.0,3.0,1300.0,9/22/2020,,33.46516,-112.04789,,,,,,85006
"2030 E Oak St, Phoenix, AZ 85006",212000.0,2.0,0.0,1116.0,9/21/2020,,33.46516,-112.04789,,,,,,85006
"2014 N 10th St, Phoenix, AZ 85006",315000.0,1.0,3.0,1258.0,9/21/2020,,33.46516,-112.04789,,,,,,85006
"1832 E Cypress St, Phoenix, AZ 85006",112500.0,1.0,0.0,0.0,9/18/2020,,33.46516,-112.04789,,,,,,85006
"E Cypress St, Phoenix, AZ 85006",112500.0,1.0,1.0,285.0,9/18/2020,,33.46516,-112.04789,,,,,,85006
"419 N 13th St, Phoenix, AZ 85006",360000.0,2.0,3.0,1386.0,9/18/2020,,33.46516,-112.04789,,,,,,85006
"2037 N 23rd Pl, Phoenix, AZ 85006",330000.0,2.0,3.0,931.0,9/18/2020,,33.46516,-112.04789,,,,,,85006
"1228 E Virginia Ave, Phoenix, AZ 85006",400000.0,1.0,4.0,1385.0,9/17/2020,,33.46516,-112.04789,,,,,,85006
"1417 E Edgemont Ave, Phoenix, AZ 85006",368500.0,1.0,2.0,903.0,9/17/2020,,33.46516,-112.04789,,,,,,85006
"2241 E Taylor St, Phoenix, AZ 85006",205000.0,2.5,3.0,1284.0,9/16/2020,,33.46516,-112.04789,,,,,,85006
"930 N 9th St UNIT 5, Phoenix, AZ 85006",310000.0,1.0,1.0,1295.0,9/16/2020,,33.46516,-112.04789,,,,,,85006
"930 N 9th St APT 5, Phoenix, AZ 85006",310000.0,1.0,2.0,1295.0,9/16/2020,,33.46516,-112.04789,,,,,,85006
"1722 E Granada Rd, Phoenix, AZ 85006",399999.0,2.5,4.0,1546.0,9/15/2020,,33.46516,-112.04789,,,,,,85006
"2033 N 22nd Pl, Phoenix, AZ 85006",166400.0,1.0,2.0,898.0,9/15/2020,,33.46516,-112.04789,,,,,,85006
"2028 E Palm Ln, Phoenix, AZ 85006",240376.0,3.0,4.0,1750.0,9/15/2020,,33.46516,-112.04789,,,,,,85006
"1522 E Almeria Rd, Phoenix, AZ 85006",365000.0,1.0,2.0,1296.0,9/15/2020,,33.46516,-112.04789,,,,,,85006
"1431 E Pierce St, Phoenix, AZ 85006",255000.0,1.0,2.0,846.0,9/15/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #212, Phoenix, AZ 85006",259500.0,1.0,1.0,613.0,9/14/2020,https://photos.zillowstatic.com/p_e/ISr51ynnx6bzrb0000000000.jpg,33.46516,-112.04789,,,,,,85006
"2502 N 9th St, Phoenix, AZ 85006",380000.0,1.0,3.0,1152.0,9/14/2020,https://photos.zillowstatic.com/fp/6b3bf59d5892e1515796779892cb750b-p_e.jpg,33.46516,-112.04789,,,,,,85006
"2530 N 9th St, Phoenix, AZ 85006",605000.0,2.0,3.0,1747.0,9/14/2020,https://photos.zillowstatic.com/fp/1806797e101fc4d88d939823aacd384e-p_e.jpg,33.46516,-112.04789,,,,,,85006
"2153 E Taylor St, Phoenix, AZ 85006",70000.0,2.0,0.0,0.0,9/11/2020,https://photos.zillowstatic.com/p_e/ISjnh47t13nvkd1000000000.jpg,33.46516,-112.04789,,,,,,85006
"2034 E Hubbell St, Phoenix, AZ 85006",299900.0,2.0,3.0,1302.0,9/11/2020,https://photos.zillowstatic.com/fp/c6fdf6323cd80d990e8d0bf55422495f-p_e.jpg,33.46516,-112.04789,,,,,,85006
"475 N 9th St #113, Phoenix, AZ 85006",202000.0,1.0,1.0,549.0,9/10/2020,https://photos.zillowstatic.com/p_e/IS3fciq5a3iqx50000000000.jpg,33.46516,-112.04789,,,,,,85006
"2517 N 8th St, Phoenix, AZ 85006",540000.0,2.0,3.0,2007.0,9/10/2020,https://photos.zillowstatic.com/fp/29058e20bebb8fc4f8e35f5b3aa42804-p_e.jpg,33.46516,-112.04789,,,,,,85006
"2141 E Yale St, Phoenix, AZ 85006",324000.0,1.75,3.0,1298.0,9/9/2020,https://photos.zillowstatic.com/fp/8dc475323b12cc01d758a2d033f580aa-p_e.jpg,33.46516,-112.04789,,,,,,85006
"1530 E Coronado Rd, Phoenix, AZ 85006",605000.0,1.0,0.0,0.0,9/9/2020,,33.46516,-112.04789,,,,,,85006
"1530 E Coronado Rd, Phoenix, AZ 85006",605000.0,2.0,3.0,1842.0,9/9/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #315, Phoenix, AZ 85006",225500.0,1.0,1.0,549.0,9/8/2020,,33.46516,-112.04789,,,,,,85006
"2512 N 12th St, Phoenix, AZ 85006",210000.0,1.0,0.0,977.0,9/8/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #309, Phoenix, AZ 85006",206500.0,1.0,1.0,513.0,9/7/2020,,33.46516,-112.04789,,,,,,85006
"2215 N Edgemere St, Phoenix, AZ 85006",340000.0,1.0,0.0,1321.0,9/4/2020,,33.46516,-112.04789,,,,,,85006
"2210 N Dayton St, Phoenix, AZ 85006",445000.0,2.0,3.0,1820.0,9/4/2020,,33.46516,-112.04789,,,,,,85006
"2322 N 14th St, Phoenix, AZ 85006",440000.0,3.0,3.0,1762.0,9/4/2020,,33.46516,-112.04789,,,,,,85006
"1325 E Palm Ln, Phoenix, AZ 85006",665000.0,1.75,3.0,2020.0,9/4/2020,,33.46516,-112.04789,,,,,,85006
"1123 E Coronado Rd, Phoenix, AZ 85006",575000.0,2.0,3.0,1816.0,9/4/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #209, Phoenix, AZ 85006",191500.0,1.0,1.0,525.0,9/3/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #214, Phoenix, AZ 85006",214500.0,1.0,1.0,549.0,9/3/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #313, Phoenix, AZ 85006",219500.0,1.0,1.0,549.0,9/3/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #114, Phoenix, AZ 85006",199500.0,1.0,1.0,549.0,9/3/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #311, Phoenix, AZ 85006",224900.0,1.0,1.0,561.0,9/3/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #210, Phoenix, AZ 85006",247500.0,1.0,1.0,744.0,9/3/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #115, Phoenix, AZ 85006",194500.0,1.0,1.0,549.0,9/3/2020,,33.46516,-112.04789,,,,,,85006
"475 N 9th St #312, Phoenix, AZ 85006",257500.0,1.0,1.0,613.0,9/3/2020,,33.46516,-112.04789,,,,,,85006
"2621 N 10th St, Phoenix, AZ 85006",280000.0,1.0,3.0,991.0,9/3/2020,,33.46516,-112.04789,,,,,,85006
"1102 W Lynwood St, Phoenix, AZ 85007",425000.0,1.0,3.0,1627.0,11/20/2020,https://photos.zillowstatic.com/fp/3c7fd0c99d44cf42f5f88177835400e9-p_e.jpg,33.44713,-112.0912,,,,,,85007
"1822 N Laurel Ave, Phoenix, AZ 85007",400000.0,2.0,2.0,1065.0,11/18/2020,https://photos.zillowstatic.com/fp/53a8e4dd2a2c3ef4261899aca22f7315-p_e.jpg,33.44713,-112.0912,,,,,,85007
"1306 W Sherman St, Phoenix, AZ 85007",222000.0,2.0,3.0,1328.0,11/17/2020,https://photos.zillowstatic.com/fp/ccbc968865ece0b9be0883eb78c63c53-p_e.jpg,33.44713,-112.0912,,,,,,85007
"1616 W Papago St, Phoenix, AZ 85007",290000.0,3.0,4.0,1721.0,11/16/2020,https://photos.zillowstatic.com/p_e/ISb9d5n504807c1000000000.jpg,33.44713,-112.0912,,,,,,85007
"1345 W Woodland Ave, Phoenix, AZ 85007",249900.0,1.0,3.0,1064.0,11/15/2020,https://photos.zillowstatic.com/fp/5187dd4a224a84feb6783fbb5a159332-p_e.jpg,33.44713,-112.0912,,,,,,85007
"1837 W Virginia Ave, Phoenix, AZ 85007",328000.0,2.0,3.0,1600.0,11/10/2020,https://photos.zillowstatic.com/fp/f4fa6a73b108aab22df07c90a51098e7-p_e.jpg,33.44713,-112.0912,,,,,,85007
"N 17th Ave, Phoenix, AZ 85007",840000.0,1.0,2.0,780.0,11/10/2020,https://photos.zillowstatic.com/p_e/ISvcl1fftk15890000000000.jpg,33.44713,-112.0912,,,,,,85007
"1337 W Woodland Ave, Phoenix, AZ 85007",179000.0,1.0,1.0,768.0,11/10/2020,,33.44713,-112.0912,,,,,,85007
"728 W Vernon Ave, Phoenix, AZ 85007",675000.0,3.0,4.0,2638.0,11/9/2020,,33.44713,-112.0912,,,,,,85007
"W Cocopah St, Phoenix, AZ 85007",65000.0,1.0,3.0,896.0,11/6/2020,,33.44713,-112.0912,,,,,,85007
"1315 W Woodland Ave, Phoenix, AZ 85007",250000.0,1.75,3.0,1144.0,11/5/2020,,33.44713,-112.0912,,,,,,85007
"1322 W Buckeye Rd, Phoenix, AZ 85007",35000.0,1.75,0.0,0.0,11/3/2020,,33.44713,-112.0912,,,,,,85007
"1318 W Buckeye Rd, Phoenix, AZ 85007",50000.0,1.75,0.0,0.0,11/3/2020,,33.44713,-112.0912,,,,,,85007
"1625 W Yuma St, Phoenix, AZ 85007",144001.0,1.0,2.0,709.0,10/30/2020,,33.44713,-112.0912,,,,,,85007
"1622 W Wilshire Dr, Phoenix, AZ 85007",475000.0,1.0,3.0,1177.0,10/30/2020,,33.44713,-112.0912,,,,,,85007
"777 W Roosevelt St UNIT 5, Phoenix, AZ 85007",383000.0,3.0,2.0,2065.0,10/30/2020,,33.44713,-112.0912,,,,,,85007
"933 W Willetta St, Phoenix, AZ 85007",400000.0,2.0,3.0,2212.0,10/30/2020,,33.44713,-112.0912,,,,,,85007
"1535 W Virginia Ave, Phoenix, AZ 85007",559000.0,2.0,3.0,1658.0,10/29/2020,,33.44713,-112.0912,,,,,,85007
"825 W Edgemont Ave, Phoenix, AZ 85007",805000.0,4.0,5.0,3203.0,10/29/2020,,33.44713,-112.0912,,,,,,85007
"1337 W Willetta St, Phoenix, AZ 85007",471700.0,1.0,2.0,1152.0,10/29/2020,,33.44713,-112.0912,,,,,,85007
"917 Encanto Dr SW, Phoenix, AZ 85007",965000.0,4.0,3.0,3400.0,10/28/2020,,33.44713,-112.0912,,,,,,85007
"1613 W Lynwood St, Phoenix, AZ 85007",380000.0,2.0,3.0,1197.0,10/28/2020,,33.44713,-112.0912,,,,,,85007
"1630 W Culver St, Phoenix, AZ 85007",325000.0,1.0,2.0,825.0,10/28/2020,,33.44713,-112.0912,,,,,,85007
"1661 W Magnolia St UNIT 7, Phoenix, AZ 85007",277500.0,3.0,3.0,1650.0,10/27/2020,,33.44713,-112.0912,,,,,,85007
"1258 W Pierce St, Phoenix, AZ 85007",365000.0,2.0,2.0,1256.0,10/26/2020,,33.44713,-112.0912,,,,,,85007
"W Roosevelt St, Phoenix, AZ 85007",695000.0,2.0,2.0,1105.0,10/22/2020,,33.44713,-112.0912,,,,,,85007
"1611 N 11th Ave, Phoenix, AZ 85007",512000.0,3.0,4.0,1829.0,10/19/2020,,33.44713,-112.0912,,,,,,85007
"1330 W Roosevelt St, Phoenix, AZ 85007",290000.0,1.0,3.0,871.0,10/15/2020,,33.44713,-112.0912,,,,,,85007
"1609 S 7th Ave, Phoenix, AZ 85007",249000.0,3.0,4.0,1946.0,10/15/2020,,33.44713,-112.0912,,,,,,85007
"W Mcdowell Rd, Phoenix, AZ 85007",700000.0,1.0,1.0,480.0,10/14/2020,,33.44713,-112.0912,,,,,,85007
"1526 W Windsor Avenue, Phoenix, AZ 85007",452000.0,2.0,3.0,1657.0,10/13/2020,,33.44713,-112.0912,,,,,,85007
