address,sold_price,bathroom_ct,bedroom_ct,home_sqft,sold_date,image_url,lat,lng,home_type,year_built,heating_type,parking_info,lot_sqft,zipcode
"2247 E Janice Way, Phoenix, AZ 85022",290000.0,3.0,3.0,1714.0,10/21/2020,,33.62713,-112.05181,,,,,,85022
"2225 E Kelton Ln, Phoenix, AZ 85022",222500.0,2.0,3.0,1284.0,10/20/2020,,33.62713,-112.05181,,,,,,85022
"2324 E Evans Dr, Phoenix, AZ 85022",236000.0,2.0,2.0,1086.0,10/20/2020,,33.62713,-112.05181,,,,,,85022
"1411 E Tierra Buena Ln, Phoenix, AZ 85022",732200.0,5.0,4.0,4122.0,10/19/2020,,33.62713,-112.05181,,,,,,85022
"E Eugie Ave, Phoenix, AZ 85022",320000.0,1.5,2.0,1033.0,10/16/2020,,33.62713,-112.05181,,,,,,85022
"17220 N 16th Pl UNIT 1, Phoenix, AZ 85022",187000.0,2.0,2.0,1047.0,10/16/2020,,33.62713,-112.05181,,,,,,17220
"1324 E Charleston Ave, Phoenix, AZ 85022",335000.0,2.0,3.0,1536.0,10/16/2020,https://photos.zillowstatic.com/fp/91e1f6c368b091987e0493ae3ca726db-p_e.jpg,33.62713,-112.05181,,,,,,85022
"1931 E Presidio Rd, Phoenix, AZ 85022",310000.0,2.0,3.0,1392.0,10/16/2020,https://photos.zillowstatic.com/fp/63ce340551aaa01ad2c6216afed0fe4b-p_e.jpg,33.62713,-112.05181,,,,,,85022
"18215 N 1st Pl, Phoenix, AZ 85022",239000.0,3.0,3.0,1500.0,10/16/2020,https://photos.zillowstatic.com/fp/83e685f238f8f8b0fc2ea94dcb1d02ae-p_e.jpg,33.62713,-112.05181,,,,,,18215
"17801 N 16th St #39, Phoenix, AZ 85022",29500.0,2.0,2.0,1244.0,10/15/2020,https://photos.zillowstatic.com/p_e/ISbtculfpoqcw51000000000.jpg,33.62713,-112.05181,,,,,,17801
"16047 N 16th St, Phoenix, AZ 85022",520000.0,3.0,4.0,2825.0,10/15/2020,https://photos.zillowstatic.com/fp/ed4a61cf235f5c4a66260543baf41ae9-p_e.jpg,33.62713,-112.05181,,,,,,16047
"1234 E Marconi Ave, Phoenix, AZ 85022",575000.0,3.0,4.0,2902.0,10/15/2020,,33.62713,-112.05181,,,,,,85022
"738 E Morningside Dr, Phoenix, AZ 85022",170500.0,1.0,1.0,858.0,10/14/2020,,33.62713,-112.05181,,,,,,85022
"18002 N 12th St UNIT 12, Phoenix, AZ 85022",255500.0,2.0,2.0,1253.0,10/14/2020,,33.62713,-112.05181,,,,,,18002
"1604 E Wagoner Rd, Phoenix, AZ 85022",335700.0,3.0,3.0,1716.0,10/14/2020,,33.62713,-112.05181,,,,,,85022
"17017 N 12th St UNIT 2007, Phoenix, AZ 85022",199000.0,2.0,2.0,1167.0,10/12/2020,,33.62713,-112.05181,,,,,,17017
"1314 E Sheena Dr, Phoenix, AZ 85022",375000.0,2.0,3.0,1759.0,10/9/2020,,33.62713,-112.05181,,,,,,85022
"815 E Le Marche Ave, Phoenix, AZ 85022",325000.0,2.0,3.0,1489.0,10/9/2020,,33.62713,-112.05181,,,,,,85022
"227 E Betty Elyse Ln, Phoenix, AZ 85022",225500.0,2.0,3.0,1369.0,10/9/2020,,33.62713,-112.05181,,,,,,85022
"1620 E Tierra Buena Ln, Phoenix, AZ 85022",629000.0,3.0,4.0,3580.0,10/9/2020,,33.62713,-112.05181,,,,,,85022
"17433 N 20th St, Phoenix, AZ 85022",302000.0,2.0,3.0,1690.0,10/8/2020,,33.62713,-112.05181,,,,,,17433
"17317 N 22nd Way, Phoenix, AZ 85022",303700.0,2.0,3.0,1625.0,10/8/2020,,33.62713,-112.05181,,,,,,17317
"2024 E Danbury Rd, Phoenix, AZ 85022",314900.0,2.0,3.0,1414.0,10/8/2020,,33.62713,-112.05181,,,,,,85022
"796 E Eugie Ave, Phoenix, AZ 85022",176800.0,2.0,3.0,1066.0,10/8/2020,,33.62713,-112.05181,,,,,,85022
"18120 N 14th St, Phoenix, AZ 85022",210000.0,2.0,0.0,0.0,10/7/2020,,33.62713,-112.05181,,,,,,18120
"2150 E Bell Rd UNIT 1125, Phoenix, AZ 85022",220000.0,2.0,2.0,1158.0,10/7/2020,,33.62713,-112.05181,,,,,,85022
"13812 N 8th Pl, Phoenix, AZ 85022",205000.0,2.0,3.0,1332.0,10/7/2020,,33.62713,-112.05181,,,,,,13812
"2150 E Bell Rd UNIT 1119, Phoenix, AZ 85022",220000.0,2.0,2.0,1158.0,10/7/2020,,33.62713,-112.05181,,,,,,85022
"2302 E Aldine St, Phoenix, AZ 85022",340000.0,2.0,3.0,1410.0,10/7/2020,,33.62713,-112.05181,,,,,,85022
"127 E Pershing Ave, Phoenix, AZ 85022",452500.0,2.5,3.0,2409.0,10/6/2020,,33.62713,-112.05181,,,,,,85022
"15619 N 23rd St, Phoenix, AZ 85022",210000.0,1.75,2.0,1024.0,10/6/2020,,33.62713,-112.05181,,,,,,15619
"16203 N 21st St, Phoenix, AZ 85022",340000.0,2.5,4.0,2382.0,10/6/2020,,33.62713,-112.05181,,,,,,16203
"921 E Charleston Ave, Phoenix, AZ 85022",240000.0,2.0,2.0,1214.0,10/6/2020,,33.62713,-112.05181,,,,,,85022
"1913 E Beck Ln, Phoenix, AZ 85022",535000.0,2.0,3.0,2441.0,10/6/2020,,33.62713,-112.05181,,,,,,85022
"16236 N 17th St, Phoenix, AZ 85022",223000.0,2.0,2.0,1056.0,10/5/2020,,33.62713,-112.05181,,,,,,16236
"312 E Joan D Arc Ave, Phoenix, AZ 85022",325000.0,2.67,0.0,2190.0,10/5/2020,,33.62713,-112.05181,,,,,,85022
"2101 E Gretta Pl, Phoenix, AZ 85022",177000.0,1.0,2.0,1028.0,10/5/2020,,33.62713,-112.05181,,,,,,85022
"1426 E Grovers Ave UNIT 9, Phoenix, AZ 85022",238000.0,2.5,2.0,1368.0,10/2/2020,https://photos.zillowstatic.com/fp/f8ec49b9ce0e6615d967b096230f5ddb-p_e.jpg,33.62713,-112.05181,,,,,,85022
"16825 N 14th St UNIT 45, Phoenix, AZ 85022",265000.0,3.0,4.0,1787.0,10/2/2020,https://photos.zillowstatic.com/fp/0ce3ad3623d7866a1ba2a6506b172b7e-p_e.jpg,33.62713,-112.05181,,,,,,16825
"1802 E Libby St, Phoenix, AZ 85022",100000.0,0.0,0.0,1536.0,10/2/2020,,33.62713,-112.05181,,,,,,85022
"1426 E Grovers Ave #109, Phoenix, AZ 85022",238000.0,3.0,0.0,1368.0,10/2/2020,,33.62713,-112.05181,,,,,,85022
"2114 E Evans Dr, Phoenix, AZ 85022",405000.0,2.0,4.0,1750.0,10/2/2020,https://photos.zillowstatic.com/fp/eff8e3354732fcee4107f962745b2413-p_e.jpg,33.62713,-112.05181,,,,,,85022
"2101 E Hearn Rd, Phoenix, AZ 85022",363000.0,2.0,4.0,1750.0,10/1/2020,,33.62713,-112.05181,,,,,,85022
"13814 N Burning Tree Pl W, Phoenix, AZ 85022",420000.0,3.0,3.0,2500.0,10/1/2020,,33.62713,-112.05181,,,,,,13814
"2104 E Helena Dr, Phoenix, AZ 85022",280000.0,2.67,0.0,1488.0,10/1/2020,,33.62713,-112.05181,,,,,,85022
"2105 E Danbury Rd, Phoenix, AZ 85022",275000.0,2.0,4.0,1375.0,9/30/2020,,33.62713,-112.05181,,,,,,85022
"2212 E Sweetwater Ave, Phoenix, AZ 85022",135000.0,1.0,2.0,870.0,9/30/2020,,33.62713,-112.05181,,,,,,85022
"14035 N Burning Tree Pl W, Phoenix, AZ 85022",409000.0,2.0,2.0,1765.0,9/30/2020,,33.62713,-112.05181,,,,,,14035
"1156 E Sandra Ter, Phoenix, AZ 85022",606000.0,3.5,4.0,3265.0,9/30/2020,,33.62713,-112.05181,,,,,,85022
"17017 N 12th St UNIT 2125, Phoenix, AZ 85022",162000.0,1.0,1.0,863.0,9/30/2020,,33.62713,-112.05181,,,,,,17017
"1936 E Fellars Dr, Phoenix, AZ 85022",365000.0,3.0,4.0,2084.0,9/30/2020,,33.62713,-112.05181,,,,,,85022
"15607 N 23rd St, Phoenix, AZ 85022",217000.0,2.0,2.0,1024.0,9/30/2020,,33.62713,-112.05181,,,,,,15607
"936 E Anderson Ave, Phoenix, AZ 85022",378000.0,2.5,3.0,2196.0,9/30/2020,,33.62713,-112.05181,,,,,,85022
"742 E Rose Marie Ln, Phoenix, AZ 85022",292000.0,2.0,3.0,1370.0,9/29/2020,,33.62713,-112.05181,,,,,,85022
"17606 N 17th Pl UNIT 1087, Phoenix, AZ 85022",275000.0,2.5,3.0,1583.0,9/28/2020,,33.62713,-112.05181,,,,,,17606
"916 E Grandview Rd, Phoenix, AZ 85022",405000.0,2.0,3.0,1734.0,9/28/2020,,33.62713,-112.05181,,,,,,85022
"846 E Monte Cristo Ave, Phoenix, AZ 85022",339900.0,2.0,3.0,1145.0,9/28/2020,,33.62713,-112.05181,,,,,,85022
"2005 E Sheena Dr, Phoenix, AZ 85022",445000.0,2.5,4.0,2019.0,9/28/2020,,33.62713,-112.05181,,,,,,85022
"734 E Calavar Rd, Phoenix, AZ 85022",343198.0,2.5,3.0,1932.0,9/28/2020,,33.62713,-112.05181,,,,,,85022
"1445 E Victor Hugo Ave, Phoenix, AZ 85022",830000.0,4.5,4.0,6063.0,9/25/2020,,33.62713,-112.05181,,,,,,85022
"15425 N 19th Way, Phoenix, AZ 85022",450000.0,2.0,3.0,2508.0,9/25/2020,,33.62713,-112.05181,,,,,,15425
"18205 N 18th Pl, Phoenix, AZ 85022",285500.0,2.0,3.0,1170.0,9/25/2020,,33.62713,-112.05181,,,,,,18205
"1720 E Thunderbird Rd UNIT 2107, Phoenix, AZ 85022",170000.0,2.0,2.0,886.0,9/25/2020,,33.62713,-112.05181,,,,,,85022
"2220 E Vista Dr, Phoenix, AZ 85022",260000.0,2.0,0.0,1305.0,9/25/2020,,33.62713,-112.05181,,,,,,85022
"737 E Ludlow Dr, Phoenix, AZ 85022",344900.0,2.5,3.0,1784.0,9/24/2020,,33.62713,-112.05181,,,,,,85022
"18436 N 2nd St, Phoenix, AZ 85022",220500.0,2.0,3.0,1568.0,9/24/2020,,33.62713,-112.05181,,,,,,18436
"14602 N 7th Pl, Phoenix, AZ 85022",509056.0,3.0,4.0,3300.0,9/24/2020,https://photos.zillowstatic.com/fp/acb9fe35894da53d0e9b11c915215d6b-p_e.jpg,33.62713,-112.05181,,,,,,14602
"2321 E Cactus Rd, Phoenix, AZ 85022",225000.0,2.5,2.0,1428.0,9/24/2020,https://photos.zillowstatic.com/fp/562e2e44b7f67a621a0ae64820cfa8fe-p_e.jpg,33.62713,-112.05181,,,,,,85022
"17223 N 19th Run, Phoenix, AZ 85022",310000.0,2.5,3.0,1568.0,9/23/2020,https://photos.zillowstatic.com/fp/77de3393c84fa3d42a4a6f032cff929b-p_e.jpg,33.62713,-112.05181,,,,,,17223
"1933 E Janice Way, Phoenix, AZ 85022",640000.0,3.0,4.0,2830.0,9/23/2020,https://photos.zillowstatic.com/fp/2839bd334081f0fee38ea19c1dda4b2d-p_e.jpg,33.62713,-112.05181,,,,,,85022
"13630 N 18th St, Phoenix, AZ 85022",675000.0,3.5,3.0,2640.0,9/23/2020,https://photos.zillowstatic.com/fp/3bd8da348441c3ea0ffee351c2c21ae3-p_e.jpg,33.62713,-112.05181,,,,,,13630
"13606 N 17th Pl, Phoenix, AZ 85022",667000.0,5.0,4.0,3583.0,9/22/2020,https://photos.zillowstatic.com/fp/6f405889118adcd0d0a95f9801409e10-p_e.jpg,33.62713,-112.05181,,,,,,13606
"15802 N 9th St, Phoenix, AZ 85022",400000.0,2.0,4.0,2315.0,9/22/2020,https://photos.zillowstatic.com/fp/3aa94d59ec41a4c75372c69d2ead1fbd-p_e.jpg,33.62713,-112.05181,,,,,,15802
"1029 E Village Circle Dr N, Phoenix, AZ 85022",515000.0,2.0,4.0,2107.0,9/22/2020,https://photos.zillowstatic.com/fp/fd404d8dd902b6c03cbde6a6ea831893-p_e.jpg,33.62713,-112.05181,,,,,,85022
"13208 N 20th St, Phoenix, AZ 85022",155500.0,1.0,3.0,1000.0,9/22/2020,,33.62713,-112.05181,,,,,,13208
"851 E Lola Dr, Phoenix, AZ 85022",180000.0,1.0,2.0,900.0,9/22/2020,,33.62713,-112.05181,,,,,,85022
"618 E Piping Rock Rd, Phoenix, AZ 85022",372000.0,1.75,3.0,1340.0,9/22/2020,,33.62713,-112.05181,,,,,,85022
"16419 N 12th St, Phoenix, AZ 85022",420000.0,2.0,3.0,1748.0,9/22/2020,,33.62713,-112.05181,,,,,,16419
"15442 N 2nd Pl, Phoenix, AZ 85022",230000.0,2.5,4.0,1479.0,9/21/2020,,33.62713,-112.05181,,,,,,15442
"1133 E Village Circle Dr S, Phoenix, AZ 85022",470000.0,2.0,4.0,2116.0,9/21/2020,,33.62713,-112.05181,,,,,,85022
"17017 N 12th St UNIT 2025, Phoenix, AZ 85022",155000.0,2.0,2.0,1214.0,9/18/2020,,33.62713,-112.05181,,,,,,17017
"13801 N 22nd St, Phoenix, AZ 85022",429900.0,3.0,4.0,2293.0,9/18/2020,,33.62713,-112.05181,,,,,,13801
"734 E Joan D Arc Ave, Phoenix, AZ 85022",214900.0,2.0,3.0,1066.0,9/18/2020,,33.62713,-112.05181,,,,,,85022
"311 E Voltaire Ave, Phoenix, AZ 85022",476800.0,2.0,4.0,2258.0,9/18/2020,,33.62713,-112.05181,,,,,,85022
"17017 N 12th St UNIT 1098, Phoenix, AZ 85022",185000.0,2.0,2.0,1167.0,9/18/2020,,33.62713,-112.05181,,,,,,17017
"208 E Wagoner Rd, Phoenix, AZ 85022",170000.0,2.0,3.0,1456.0,9/18/2020,,33.62713,-112.05181,,,,,,85022
"847 E Le Marche Ave, Phoenix, AZ 85022",331000.0,2.0,3.0,1329.0,9/17/2020,,33.62713,-112.05181,,,,,,85022
"17149 N 10th St, Phoenix, AZ 85022",386000.0,2.5,3.0,2196.0,9/17/2020,,33.62713,-112.05181,,,,,,17149
"16201 N 21st Pl, Phoenix, AZ 85022",340888.0,2.5,3.0,1863.0,9/17/2020,,33.62713,-112.05181,,,,,,16201
"302 E Port Au Prince Ln, Phoenix, AZ 85022",425000.0,2.0,3.0,2182.0,9/17/2020,,33.62713,-112.05181,,,,,,85022
"13405 N 8th St, Phoenix, AZ 85022",126000.0,1.67,0.0,920.0,9/17/2020,,33.62713,-112.05181,,,,,,13405
"824 E Joan D Arc Ave, Phoenix, AZ 85022",175000.0,2.0,2.0,920.0,9/17/2020,,33.62713,-112.05181,,,,,,85022
"920 E Anderson Ave, Phoenix, AZ 85022",379000.0,2.0,3.0,2100.0,9/17/2020,,33.62713,-112.05181,,,,,,85022
"1725 E Libby St, Phoenix, AZ 85022",75000.0,2.0,3.0,1560.0,9/16/2020,,33.62713,-112.05181,,,,,,85022
"1931 E Greenway Rd, Phoenix, AZ 85022",430000.0,2.0,4.0,2068.0,9/16/2020,,33.62713,-112.05181,,,,,,85022
"1236 E Pershing Ave, Phoenix, AZ 85022",463000.0,2.5,3.0,2294.0,9/16/2020,,33.62713,-112.05181,,,,,,85022
"1704 E Redfield Rd, Phoenix, AZ 85022",560000.0,3.0,5.0,3230.0,9/16/2020,https://photos.zillowstatic.com/p_e/ISjrget5gtflz50000000000.jpg,33.62713,-112.05181,,,,,,85022
"17415 N 16th Pl, Phoenix, AZ 85022",285000.0,2.0,3.0,1379.0,9/16/2020,https://photos.zillowstatic.com/fp/6bf1d02fe2669d1949be9cb03754f2ea-p_e.jpg,33.62713,-112.05181,,,,,,17415
"1233 E Angela Dr, Phoenix, AZ 85022",280000.0,3.0,3.0,1593.0,9/16/2020,https://photos.zillowstatic.com/fp/23d69a93b46745bb6be810ec06a8f18d-p_e.jpg,33.62713,-112.05181,,,,,,85022
"14425 N 15th St, Phoenix, AZ 85022",615000.0,2.5,4.0,3079.0,9/16/2020,https://photos.zillowstatic.com/fp/9816d411d0c2d4e36fbbec7af6c86b90-p_e.jpg,33.62713,-112.05181,,,,,,14425
"1230 E Saint John Rd, Phoenix, AZ 85022",345000.0,2.5,3.0,2242.0,9/16/2020,https://photos.zillowstatic.com/fp/d6da7c244e1ced1e61d88d6cf92edd4b-p_e.jpg,33.62713,-112.05181,,,,,,85022
"1931 E Greenway Rd, Phoenix, AZ 85022",430000.0,2.0,4.0,2068.0,9/16/2020,https://photos.zillowstatic.com/fp/981a5ef482781ccfd79b673d14386b54-p_e.jpg,33.62713,-112.05181,,,,,,85022
"18519 N 20th Pl, Phoenix, AZ 85022",330500.0,2.5,4.0,1910.0,9/16/2020,https://photos.zillowstatic.com/fp/dc7f407805210cac32301922290ebc99-p_e.jpg,33.62713,-112.05181,,,,,,18519
"326 E Le Marche Ave, Phoenix, AZ 85022",550000.0,3.0,4.0,2687.0,9/15/2020,https://photos.zillowstatic.com/fp/e43d932950226efc1ffcf3028e45dd8b-p_e.jpg,33.62713,-112.05181,,,,,,85022
"2045 E Helena Dr, Phoenix, AZ 85022",302000.0,2.0,3.0,1375.0,9/15/2020,,33.62713,-112.05181,,,,,,85022
"13036 N 23rd Pl, Phoenix, AZ 85022",135000.0,2.0,0.0,0.0,9/14/2020,,33.62713,-112.05181,,,,,,13036
"932 E Michigan Ave, Phoenix, AZ 85022",233000.0,1.5,2.0,1097.0,9/14/2020,,33.62713,-112.05181,,,,,,85022
"1631 E Waltann Ln, Phoenix, AZ 85022",485000.0,3.0,4.0,2349.0,9/14/2020,,33.62713,-112.05181,,,,,,85022
"1446 E Grovers Ave UNIT 9, Phoenix, AZ 85022",214000.0,2.5,2.0,1330.0,9/14/2020,,33.62713,-112.05181,,,,,,85022
"2038 E Michelle Dr, Phoenix, AZ 85022",70000.0,2.0,2.0,750.0,9/14/2020,,33.62713,-112.05181,,,,,,85022
"1423 E Monte Cristo Ave, Phoenix, AZ 85022",425000.0,2.5,3.0,2005.0,9/14/2020,,33.62713,-112.05181,,,,,,85022
"526 E Muriel Dr, Phoenix, AZ 85022",421000.0,3.0,4.0,2614.0,9/14/2020,,33.62713,-112.05181,,,,,,85022
"1204 E Helena Dr, Phoenix, AZ 85022",276000.0,2.0,3.0,1302.0,9/14/2020,,33.62713,-112.05181,,,,,,85022
"17017 N 12th St UNIT 1022, Phoenix, AZ 85022",152500.0,1.0,1.0,757.0,9/11/2020,,33.62713,-112.05181,,,,,,17017
"17017 N 12th St UNIT 2133, Phoenix, AZ 85022",157000.0,1.0,1.0,849.0,9/11/2020,,33.62713,-112.05181,,,,,,17017
"16825 N 14th St UNIT 122, Phoenix, AZ 85022",260000.0,3.5,4.0,1952.0,9/11/2020,,33.62713,-112.05181,,,,,,16825
"1352 E Sheena Dr, Phoenix, AZ 85022",395000.0,2.5,4.0,2002.0,9/11/2020,,33.62713,-112.05181,,,,,,85022
"1704 E Redfield Rd #67, Phoenix, AZ 85022",560000.0,3.0,5.0,3230.0,9/11/2020,,33.62713,-112.05181,,,,,,85022
"2347 E Pershing Ave, Phoenix, AZ 85022",86000.0,0.0,0.0,0.0,9/11/2020,,33.62713,-112.05181,,,,,,85022
"1253 E Bluefield Ave, Phoenix, AZ 85022",320000.0,1.75,3.0,1817.0,9/10/2020,,33.62713,-112.05181,,,,,,85022
"16837 N 18th Pl, Phoenix, AZ 85022",286000.0,2.0,3.0,1218.0,9/10/2020,,33.62713,-112.05181,,,,,,16837
"13204 N 19th St, Phoenix, AZ 85022",92000.0,0.0,0.0,500.0,9/9/2020,,33.62713,-112.05181,,,,,,13204
"1354 E Muriel Dr, Phoenix, AZ 85022",350000.0,3.0,3.0,2242.0,9/9/2020,,33.62713,-112.05181,,,,,,85022
"2371 E Cactus Rd, Phoenix, AZ 85022",180000.0,2.5,3.0,1428.0,9/9/2020,,33.62713,-112.05181,,,,,,85022
"1720 E Thunderbird Rd UNIT 1079, Phoenix, AZ 85022",170000.0,2.0,2.0,886.0,9/9/2020,,33.62713,-112.05181,,,,,,85022
"15034 N Hana Maui Dr, Phoenix, AZ 85022",500000.0,2.0,4.0,2550.0,9/9/2020,,33.62713,-112.05181,,,,,,15034
"17017 N 12th St UNIT 2118, Phoenix, AZ 85022",147500.0,1.0,1.0,757.0,9/8/2020,,33.62713,-112.05181,,,,,,17017
"1616 E Calle Santa Cruz, Phoenix, AZ 85022",285000.0,3.0,4.0,2248.0,9/8/2020,,33.62713,-112.05181,,,,,,85022
"2170 E Beck Ln, Phoenix, AZ 85022",200000.0,1.75,2.0,988.0,9/8/2020,,33.62713,-112.05181,,,,,,85022
"1625 E Beverly Ln, Phoenix, AZ 85022",249900.0,2.0,2.0,910.0,9/4/2020,https://photos.zillowstatic.com/fp/2be8e98dc0d0942440c971cc3a91016a-p_e.jpg,33.62713,-112.05181,,,,,,85022
"15843 N 16th St, Phoenix, AZ 85022",490000.0,3.0,4.0,2875.0,9/4/2020,https://photos.zillowstatic.com/fp/e51bb5af5152716cb9a49fff4b79c54e-p_e.jpg,33.62713,-112.05181,,,,,,15843
"2321 E Evans Dr, Phoenix, AZ 85022",285000.0,2.5,3.0,1722.0,9/4/2020,https://photos.zillowstatic.com/fp/0b87f81470e444cef9d051d97874a924-p_e.jpg,33.62713,-112.05181,,,,,,85022
"1649 E Sharon Dr, Phoenix, AZ 85022",780000.0,4.0,4.0,4424.0,9/4/2020,https://photos.zillowstatic.com/fp/9b79b0f809d9e0a1e655de05a60a959a-p_e.jpg,33.62713,-112.05181,,,,,,85022
"1422 E Villa Rita Dr, Phoenix, AZ 85022",825000.0,4.0,5.0,5061.0,9/4/2020,https://photos.zillowstatic.com/fp/c2e4017fdda0dbfc74178284b692b702-p_e.jpg,33.62713,-112.05181,,,,,,85022
"13630 N 12th Pl, Phoenix, AZ 85022",490000.0,2.0,3.0,2115.0,9/3/2020,https://photos.zillowstatic.com/fp/229d87d9f2492b8d1ce1d803c7ece6cf-p_e.jpg,33.62713,-112.05181,,,,,,13630
"18201 N 13th St, Phoenix, AZ 85022",370000.0,2.5,4.0,2014.0,9/3/2020,https://photos.zillowstatic.com/fp/67bfcfcd1a8521551d8557327218ee2b-p_e.jpg,33.62713,-112.05181,,,,,,18201
"1201 E Le Marche Ave, Phoenix, AZ 85022",640000.0,3.0,3.0,3361.0,9/2/2020,,33.62713,-112.05181,,,,,,85022
"2002 E Eugie Ter #6, Phoenix, AZ 85022",325000.0,3.0,0.0,0.0,9/1/2020,,33.62713,-112.05181,,,,,,85022
"16 E Wood Dr, Phoenix, AZ 85022",359900.0,2.0,3.0,1912.0,9/1/2020,,33.62713,-112.05181,,,,,,85022
"602 E Danbury Rd, Phoenix, AZ 85022",265000.0,2.0,3.0,1313.0,9/1/2020,,33.62713,-112.05181,,,,,,85022
"18025 N 20th St, Phoenix, AZ 85022",65000.0,0.0,0.0,592.0,9/1/2020,,33.62713,-112.05181,,,,,,18025
"2341 E Marmora St, Phoenix, AZ 85022",337500.0,2.0,3.0,1509.0,9/1/2020,,33.62713,-112.05181,,,,,,85022
"2002 E Eugie Ter, Phoenix, AZ 85022",325000.0,1.75,0.0,1588.0,9/1/2020,,33.62713,-112.05181,,,,,,85022
"14227 N 22nd St, Phoenix, AZ 85022",350000.0,2.5,4.0,2214.0,9/1/2020,,33.62713,-112.05181,,,,,,14227
"2010 E Eugie Ter, Phoenix, AZ 85022",125000.0,2.5,0.0,0.0,9/1/2020,,33.62713,-112.05181,,,,,,85022
"2150 E Aire Libre Ave, Phoenix, AZ 85022",364200.0,2.0,3.0,1873.0,8/31/2020,,33.62713,-112.05181,,,,,,85022
"2102 E Kathleen Rd, Phoenix, AZ 85022",315000.0,2.0,4.0,1650.0,8/31/2020,,33.62713,-112.05181,,,,,,85022
"17438 N 20th St, Phoenix, AZ 85022",239900.0,2.0,3.0,1339.0,8/31/2020,,33.62713,-112.05181,,,,,,17438
"17245 N 2nd Pl, Phoenix, AZ 85022",270000.0,2.0,3.0,1324.0,8/31/2020,,33.62713,-112.05181,,,,,,17245
"16248 N 9th Pl, Phoenix, AZ 85022",379000.0,2.0,3.0,1743.0,8/31/2020,,33.62713,-112.05181,,,,,,16248
"2236 E Sandra Ter, Phoenix, AZ 85022",231000.0,2.0,3.0,1600.0,8/31/2020,,33.62713,-112.05181,,,,,,85022
"2102 E Marconi Ave, Phoenix, AZ 85022",210000.0,2.0,3.0,1190.0,8/31/2020,,33.62713,-112.05181,,,,,,85022
"18022 N 19th Way, Phoenix, AZ 85022",81100.0,2.0,3.0,1404.0,8/31/2020,,33.62713,-112.05181,,,,,,18022
"535 E Libby St, Phoenix, AZ 85022",240000.0,2.0,3.0,2048.0,8/31/2020,,33.62713,-112.05181,,,,,,85022
"2150 E Bell Rd UNIT 1180, Phoenix, AZ 85022",260000.0,2.5,3.0,1468.0,8/31/2020,,33.62713,-112.05181,,,,,,85022
"13834 N 7th Way, Phoenix, AZ 85022",279250.0,2.5,3.0,1640.0,8/31/2020,,33.62713,-112.05181,,,,,,13834
"1039 E Forest Hills Dr, Phoenix, AZ 85022",460000.0,2.0,4.0,2350.0,8/28/2020,,33.62713,-112.05181,,,,,,85022
"14610 N 7th Pl, Phoenix, AZ 85022",456000.0,3.0,4.0,2428.0,8/28/2020,,33.62713,-112.05181,,,,,,14610
"827 E Joan D Arc Ave, Phoenix, AZ 85022",154000.0,1.0,2.0,1036.0,8/28/2020,,33.62713,-112.05181,,,,,,85022
"17848 N 15th St, Phoenix, AZ 85022",337500.0,2.0,3.0,1747.0,8/28/2020,,33.62713,-112.05181,,,,,,17848
"15233 N 4th St, Phoenix, AZ 85022",450000.0,2.0,4.0,2120.0,8/28/2020,,33.62713,-112.05181,,,,,,15233
"2050 E Heartwood Ln, Phoenix, AZ 85022",290000.0,3.0,3.0,1653.0,8/28/2020,,33.62713,-112.05181,,,,,,85022
"217 E Coral Gables Dr, Phoenix, AZ 85022",510000.0,3.0,4.0,2376.0,8/27/2020,https://photos.zillowstatic.com/fp/0b425ac5888f3456924278767d07b78f-p_e.jpg,33.62713,-112.05181,,,,,,85022
"17616 N 2nd Pl, Phoenix, AZ 85022",342500.0,2.0,3.0,2166.0,8/27/2020,https://photos.zillowstatic.com/fp/0f57c89636bf9fd57cabd76617d5b8e3-p_e.jpg,33.62713,-112.05181,,,,,,17616
"2115 E Betty Elyse Ln, Phoenix, AZ 85022",360115.0,2.0,0.0,0.0,8/27/2020,,33.62713,-112.05181,,,,,,85022
"525 E Libby St, Phoenix, AZ 85022",220000.0,2.0,3.0,1900.0,8/27/2020,https://photos.zillowstatic.com/fp/f02419bd54eddd0d236166bd393d5c18-p_e.jpg,33.62713,-112.05181,,,,,,85022
"17610 N 17th Pl UNIT 14, Phoenix, AZ 85022",226000.0,3.0,2.0,1207.0,8/26/2020,https://photos.zillowstatic.com/fp/fdada263918b80a6ee767b1f035c2b0f-p_e.jpg,33.62713,-112.05181,,,,,,17610
"1814 E Paradise Ln, Phoenix, AZ 85022",320000.0,2.0,3.0,1262.0,8/26/2020,https://photos.zillowstatic.com/fp/b0125c99c35272da2a4a359541b50e42-p_e.jpg,33.62713,-112.05181,,,,,,85022
"15805 N 22nd Way, Phoenix, AZ 85022",175000.0,1.0,0.0,1068.0,8/26/2020,,33.62713,-112.05181,,,,,,15805
"1702 E Bell Rd UNIT 108, Phoenix, AZ 85022",215000.0,2.5,3.0,1358.0,8/26/2020,https://photos.zillowstatic.com/fp/9c954a5c7b34b3609a2a1666012740d7-p_e.jpg,33.62713,-112.05181,,,,,,85022
"13046 N 19th Way, Phoenix, AZ 85022",219999.0,2.0,3.0,1441.0,8/26/2020,https://photos.zillowstatic.com/fp/f4f2fbdbed008739e7036a0a4ac675de-p_e.jpg,33.62713,-112.05181,,,,,,13046
