index,Zip Code Tabulation Area,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Population 25 and Over,Rate 25 and Over w/ less than 1st grade,Rate 25 and Over w/ Some or Completed Elementary School,Rate 25 and Over w/ Some or Completed Middle School,Rate 25 and Over w/ Some or Completed High School or Equivalent,"Rate 25 and Over w/ Some college, less than 1 year","Rate 25 and Over w/ Some college, 1 or more years",Rate 25 and Over w/ Associate's degree,Rate 25 and Over w/ Bachelor's degree,Rate 25 and Over w/ Master's degree,Rate 25 and Over w/ Professional school degree,Rate 25 and Over w/ Doctorate degree
28901,84324,604,51.4,91875,37622,0.043046358,453,0,0,0,0.264900662,0.10816777,0.181015453,0.112582781,0.220750552,0.094922737,0.004415011,0.013245033
28902,84325,2358,29.9,81406,28451,0.041136556,1294,0,0.001545595,0.005409583,0.216383308,0.055641422,0.233384853,0.088871716,0.295981453,0.060278207,0.020865533,0.021638331
28903,84326,1822,31.6,78112,26203,0.063117453,1072,0,0,0,0.353544776,0.02238806,0.232276119,0.029850746,0.226679104,0.125932836,0.009328358,0
28904,84327,841,34.3,62054,23598,0.064209275,479,0.004175365,0,0.004175365,0.279749478,0.073068894,0.215031315,0.052192067,0.254697286,0.098121086,0.012526096,0.006263048
28905,84328,1637,38.9,76563,29549,0.048869884,1030,0.000970874,0,0.002912621,0.290291262,0.072815534,0.188349515,0.113592233,0.225242718,0.074757282,0.015533981,0.015533981
28907,84330,348,37,59028,22838,0.048850575,225,0.008888889,0,0,0.475555556,0.093333333,0.186666667,0.075555556,0.097777778,0.062222222,0,0
28908,84331,265,35.9,61250,31032,0.188679245,172,0,0,0,0.534883721,0.110465116,0.151162791,0.13372093,0.052325581,0,0.011627907,0.005813953
28909,84332,7570,30.9,78015,32292,0.062615588,4245,0,0.012014134,0,0.146760895,0.069493522,0.193639576,0.083156655,0.288339223,0.145111896,0.014840989,0.04664311
28910,84333,2870,32.3,54702,21946,0.07630662,1631,0.001226242,0.021459227,0.012262416,0.344573881,0.088289393,0.166155733,0.082158185,0.196198651,0.07050889,0.009196812,0.00797057
28911,84334,342,17.4,66955,18825,0,151,0,0,0,0.430463576,0.496688742,0.072847682,0,0,0,0,0
28912,84335,12885,27.1,66045,21940,0.076135041,6780,0.002212389,0.006047198,0.016814159,0.230825959,0.087315634,0.212389381,0.09660767,0.264454277,0.057079646,0.007079646,0.019174041
28913,84336,184,28.4,45938,18282,0.184782609,129,0,0.015503876,0,0.651162791,0.054263566,0.217054264,0.023255814,0.03875969,0,0,0
28914,84337,12422,27.1,55972,20044,0.120028981,6475,0.009420849,0.001389961,0.011737452,0.385791506,0.103320463,0.210501931,0.093590734,0.124942085,0.054826255,0.003397683,0.001081081
28915,84338,417,33.2,51719,19922,0.119904077,250,0,0,0,0.348,0.084,0.224,0.06,0.2,0.076,0,0.008
28916,84339,5402,28,82840,24589,0.048685672,2794,0,0.004652827,0.001431639,0.313528991,0.063707946,0.177165354,0.094130279,0.22297781,0.081961346,0.024695777,0.015748031
28917,84340,3755,35.3,78824,29658,0.061784288,2349,0.012771392,0.008088548,0,0.3550447,0.092379736,0.206470839,0.096636867,0.164750958,0.050659855,0.002554278,0.010642827
28918,84341,23426,24.4,51833,24097,0.197344831,11251,0.007021598,0.009776909,0.0107546,0.205492845,0.058128166,0.192160697,0.072971291,0.276242112,0.090214203,0.027375344,0.049862234
28919,84401,38644,31.8,50477,23906,0.178294172,23762,0.005849676,0.037917684,0.010689336,0.377535561,0.094773167,0.176374043,0.088250147,0.149650703,0.0473445,0.005092164,0.00652302
28920,84403,37828,32.6,63332,30270,0.136539072,23436,0.011094043,0.021334699,0.011435399,0.291005291,0.085552142,0.174475166,0.083333333,0.198626045,0.083802697,0.019755931,0.019585253
28921,84404,62937,31.9,60098,23060,0.111063444,38346,0.016846607,0.016351119,0.01303917,0.424737913,0.10050592,0.184086997,0.077296198,0.121785845,0.034840661,0.005241746,0.005267825
28922,84405,32271,33.7,64136,27770,0.079111276,19980,0.004804805,0.005305305,0.001651652,0.322772773,0.103853854,0.198948949,0.088388388,0.19049049,0.066116116,0.007357357,0.01031031
28923,84414,29750,33.4,83892,29395,0.057008403,18284,0.00311748,0.001586086,0.002625246,0.27018158,0.104189455,0.18442354,0.104298841,0.230584117,0.080398162,0.008641435,0.009954058
28924,84501,13469,33.6,51095,21990,0.155096889,8156,0.002084355,0.011034821,0.01262874,0.31007847,0.111329083,0.227194703,0.148602256,0.120034331,0.043035802,0.00282001,0.01115743
28925,84511,4439,30.3,59097,23601,0.183149358,2446,0.024938675,0.017170891,0.010220769,0.206868357,0.065004088,0.217497956,0.162714636,0.17048242,0.099754702,0.022894522,0.002452984
28926,84512,781,36.9,41071,16590,0.229193342,529,0.035916824,0.026465028,0.009451796,0.425330813,0.009451796,0.170132325,0.115311909,0.096408318,0.111531191,0,0
28927,84513,1575,34.1,48854,20480,0.202539683,955,0,0.008376963,0,0.394764398,0.080628272,0.230366492,0.138219895,0.091099476,0.015706806,0.040837696,0
28929,84516,166,51,64583,34087,0,130,0,0,0,0.5,0.061538462,0.215384615,0.053846154,0.169230769,0,0,0
28930,84518,827,31.5,71417,24965,0.095525998,470,0,0,0.004255319,0.357446809,0.155319149,0.138297872,0.153191489,0.093617021,0.05106383,0.046808511,0
28931,84520,1073,45.1,28611,18504,0.323392358,703,0,0.012802276,0.045519203,0.479374111,0.140825036,0.132290185,0.099573257,0.07254623,0.017069701,0,0
28932,84521,834,36.2,71029,26039,0.134292566,507,0,0,0.009861933,0.40433925,0.078895464,0.151873767,0.147928994,0.104536489,0.055226824,0.047337278,0
28933,84522,295,48.9,45625,20358,0.111864407,209,0.009569378,0,0,0.468899522,0.129186603,0.110047847,0.124401914,0.153110048,0,0,0.004784689
28934,84523,1755,42.7,50341,21291,0.147578348,1187,0,0.00589722,0,0.359730413,0.039595619,0.304970514,0.184498736,0.078348778,0.02021904,0.00673968,0
28935,84525,960,32.6,39800,19988,0.214583333,575,0.005217391,0.031304348,0.034782609,0.445217391,0.034782609,0.269565217,0.073043478,0.092173913,0.013913043,0,0
28936,84526,3794,44.9,55817,29257,0.101212441,2764,0.010492041,0.002894356,0,0.368668596,0.095513748,0.181259045,0.176555716,0.117583213,0.033285094,0.010130246,0.003617945
28937,84528,2393,34.5,50304,22588,0.110739657,1458,0.005486968,0,0.005486968,0.37654321,0.061042524,0.242798354,0.178326475,0.111111111,0.015775034,0.003429355,0
28938,84529,230,60.7,54053,56813,0.034782609,230,0,0,0,0.456521739,0,0.22173913,0.2,0.039130435,0.082608696,0,0
28940,84531,913,29.3,28438,7915,0.416210296,499,0.088176353,0.056112224,0.008016032,0.637274549,0,0.150300601,0.038076152,0.022044088,0,0,0
28941,84532,10043,40.5,48508,24563,0.085631783,7041,0.003266581,0.002982531,0.016901008,0.361596364,0.053969607,0.195994887,0.097145292,0.168868059,0.076835677,0.01746911,0.004970885
28942,84533,187,39.1,34219,24764,0.368983957,160,0,0.125,0,0.18125,0,0.46875,0.0875,0.1375,0,0,0
28943,84534,2702,28.1,30109,13399,0.405255366,1549,0.058102001,0.060038735,0.028405423,0.506778567,0.028405423,0.149774048,0.08779858,0.066494513,0.010329245,0.001936733,0.001936733
28944,84535,3170,33,63047,23902,0.091167192,1829,0,0.009841443,0.003827228,0.318753417,0.024603609,0.211591033,0.131765992,0.200656096,0.068890104,0.024056862,0.006014215
28945,84536,1869,32.2,23315,9067,0.472445158,1038,0.054913295,0.040462428,0.029865125,0.511560694,0.007707129,0.217726397,0.09344894,0.035645472,0.00867052,0,0
28946,84537,1443,30.6,58125,23379,0.017325017,836,0,0,0,0.364832536,0.06937799,0.234449761,0.138755981,0.171052632,0.003588517,0,0.017942584
28947,84539,268,45.5,55417,20438,0.160447761,177,0,0,0.033898305,0.531073446,0.152542373,0.15819209,0.084745763,0.02259887,0.016949153,0,0
28949,84542,1522,34.6,42436,21176,0.187253614,957,0,0.00522466,0,0.353187043,0.076280042,0.229885057,0.202716823,0.099268548,0.02507837,0.008359457,0
28950,84601,34312,24.9,48144,19821,0.168250175,16944,0.014518414,0.035056657,0.013101983,0.281456563,0.085753069,0.189978754,0.102042021,0.213999056,0.049279981,0.006078848,0.008734655
28951,84604,46467,23.5,55293,23034,0.196311361,19030,0.007304256,0.006988965,0.000578035,0.113662638,0.048397267,0.190909091,0.088491855,0.324067262,0.127377824,0.025853915,0.066368891
28952,84606,35744,23.2,36505,15856,0.35203111,12114,0.005283143,0.018821199,0.004787849,0.173930989,0.063893016,0.205382202,0.081228331,0.334901767,0.087336965,0.009410599,0.015023939
28953,84620,923,52.4,64286,28651,0.085590466,652,0,0,0,0.523006135,0.029141104,0.251533742,0.096625767,0.047546012,0.04601227,0,0.006134969
28954,84621,91,25.7,38854,24768,0,66,0,0,0,0,0.121212121,0.106060606,0.333333333,0.439393939,0,0,0
28955,84622,1771,33.7,58529,19010,0.065499718,1075,0,0.045581395,0.017674419,0.318139535,0.094883721,0.261395349,0.146046512,0.102325581,0.013953488,0,0
28956,84623,287,49.3,31534,9753,0.393728223,160,0,0,0,0.475,0,0.525,0,0,0,0,0
28957,84624,5723,36.3,63306,25768,0.133321684,3529,0.005100595,0.043921791,0.009917824,0.387361859,0.055823179,0.15556815,0.115330122,0.159251913,0.060640408,0.005100595,0.001983565
28958,84626,197,25.1,80250,18969,0.096446701,100,0,0.07,0.08,0.08,0.13,0.33,0.14,0.1,0.07,0,0
28959,84627,7357,21.9,40401,15216,0.253907843,2961,0.005065856,0.034785545,0,0.259371834,0.095575819,0.178318136,0.170888213,0.159405606,0.079027356,0.006079027,0.011482607
28960,84628,523,49.3,55714,26915,0.131931166,393,0,0,0,0.404580153,0.063613232,0.264631043,0.106870229,0.089058524,0.038167939,0.017811705,0.015267176
28961,84629,2638,42.9,68860,28161,0.03297953,1754,0,0.005701254,0.005701254,0.454389966,0.072405929,0.241733181,0.062713797,0.10604333,0.043899658,0.001710376,0.005701254
28962,84630,454,21.4,58125,19991,0.110132159,214,0,0.177570093,0,0.11682243,0.088785047,0.121495327,0.257009346,0.168224299,0.009345794,0,0.060747664
28963,84631,3066,36.7,54250,28681,0.084801044,1910,0.014659686,0,0.002094241,0.463350785,0.068062827,0.172251309,0.067015707,0.15078534,0.044502618,0.008376963,0.008900524
28964,84632,1133,38.6,55000,20733,0.193292145,713,0.011220196,0,0.009817672,0.412342216,0.084151473,0.194950912,0.102384292,0.126227209,0.056100982,0.002805049,0
28965,84633,1331,35.2,61307,20224,0.084147258,780,0.008974359,0.01025641,0.020512821,0.352564103,0.105128205,0.223076923,0.143589744,0.120512821,0.015384615,0,0
28966,84634,3388,36.4,64485,8676,0.033353011,2593,0.003085229,0.015040494,0.026610104,0.433860393,0.125723101,0.217508677,0.06594678,0.079444659,0.023524875,0,0.009255688
28967,84635,732,33.9,61813,24080,0.181693989,442,0.020361991,0,0,0.429864253,0.085972851,0.2239819,0.07918552,0.13800905,0.022624434,0,0
28968,84636,490,32,51250,23645,0.048979592,300,0,0,0,0.113333333,0.073333333,0.333333333,0.086666667,0.36,0.02,0,0.013333333
28969,84637,765,37.8,53000,20935,0.17124183,460,0.010869565,0.026086957,0,0.473913043,0.093478261,0.158695652,0.084782609,0.12826087,0.02173913,0.002173913,0
28970,84638,316,33.7,60417,24053,0.189873418,182,0,0,0,0.192307692,0.082417582,0.252747253,0.137362637,0.302197802,0.016483516,0,0.016483516
28971,84639,1000,37.5,53036,24177,0.093,584,0.003424658,0.037671233,0.015410959,0.498287671,0.107876712,0.183219178,0.061643836,0.078767123,0.01369863,0,0
28972,84640,95,51.1,50833,22694,0.115789474,62,0.016129032,0.032258065,0.032258065,0.35483871,0.064516129,0.112903226,0.161290323,0.209677419,0.016129032,0,0
28973,84642,3662,31.2,47708,18553,0.132714364,2061,0.007763222,0.004852014,0.010189229,0.227559437,0.100921883,0.263464338,0.154294032,0.16787967,0.057738962,0.001455604,0.003881611
28974,84643,411,45.8,46591,21860,0.114355231,283,0,0,0,0.236749117,0.070671378,0.399293286,0.098939929,0.134275618,0.038869258,0,0.021201413
28975,84645,3072,20.7,79674,19901,0.105794271,1422,0.009845288,0.009142053,0.00140647,0.457805907,0.080872011,0.159634318,0.114627286,0.11533052,0.033755274,0.017580872,0
28976,84646,1847,31.1,59450,19681,0.130481862,1042,0.022072937,0.086372361,0.023992322,0.317658349,0.087332054,0.194817658,0.141074856,0.09596929,0.027831094,0.002879079,0
28977,84647,4403,37.6,43984,18512,0.192823075,2746,0.008739985,0.01201748,0.021121631,0.417698471,0.093226511,0.144573926,0.090313183,0.141660597,0.057538237,0.001456664,0.011653314
28978,84648,6111,31.9,61913,23391,0.114874816,3600,0,0.012777778,0.008888889,0.404444444,0.087222222,0.168888889,0.131111111,0.115,0.060833333,0.007222222,0.003611111
28979,84649,996,33,76406,24594,0.051204819,571,0,0,0,0.210157618,0.049036778,0.343257443,0.154115587,0.19614711,0.047285464,0,0
28980,84651,25829,27.6,67128,21676,0.084633551,13703,0.013865577,0.01357367,0.004378603,0.287455302,0.098445596,0.207399839,0.120630519,0.186455521,0.049551193,0.010216741,0.008027439
28981,84652,809,39.5,53162,28393,0.14091471,533,0,0,0,0.440900563,0.080675422,0.264540338,0.099437148,0.065666041,0.045028143,0,0.003752345
28982,84653,9086,28.1,92038,28984,0.039951574,4752,0.003367003,0,0.000420875,0.208333333,0.082491582,0.1875,0.121212121,0.276094276,0.091540404,0.017045455,0.011994949
28983,84654,2653,36.3,50208,22395,0.202412363,1675,0.00358209,0.013731343,0.017313433,0.514029851,0.120597015,0.146268657,0.074626866,0.093134328,0.010746269,0.00358209,0.00238806
28984,84655,12405,24.2,71759,21060,0.076823861,6062,0.004948862,0.022764764,0.005938634,0.37578357,0.07208842,0.186902013,0.104585945,0.159518311,0.058396569,0.006763444,0.002309469
28985,84656,312,46.6,74375,30403,0.009615385,221,0,0,0,0.407239819,0.07239819,0.253393665,0.104072398,0.113122172,0.018099548,0.004524887,0.027149321
28986,84657,665,31.6,59500,20231,0.193984962,366,0,0.046448087,0.005464481,0.576502732,0.005464481,0.262295082,0.057377049,0.046448087,0,0,0
28987,84660,41519,26.1,73631,23845,0.065969797,21381,0.003133623,0.00472382,0.005331837,0.269304523,0.08839624,0.188017399,0.125532014,0.2116365,0.074178009,0.014685936,0.0150601
28988,84662,1321,51.6,62611,25461,0.071158213,981,0.004077472,0,0.011213048,0.267074414,0.028542304,0.310907238,0.143730887,0.176350663,0.047910296,0.003058104,0.007135576
28989,84663,33466,25.5,66929,22819,0.070638857,16923,0.004668203,0.019263724,0.005672753,0.233941972,0.076168528,0.194941795,0.104177746,0.243573834,0.078532175,0.01707735,0.021981918
28990,84664,9350,31.3,109602,34007,0.016363636,5089,0,0,0.003144036,0.179013559,0.052466103,0.185498133,0.10866575,0.304775005,0.107093732,0.026331303,0.03301238
28991,84665,524,42.6,82917,21436,0.036259542,420,0,0,0,0.257142857,0.028571429,0.326190476,0.185714286,0.092857143,0.10952381,0,0
28992,84667,384,33,55208,21352,0.122395833,226,0,0.013274336,0,0.314159292,0.146017699,0.314159292,0.03539823,0.075221239,0.048672566,0.004424779,0.048672566
28993,84701,8860,31.7,45580,19988,0.15462754,5121,0.003905487,0.006639328,0.00624878,0.366529975,0.105838703,0.197227104,0.099004101,0.138644796,0.064245265,0.009177895,0.002538567
28994,84710,160,29.5,48750,16324,0.2,81,0,0,0,0.098765432,0.172839506,0.209876543,0.234567901,0.12345679,0.074074074,0.074074074,0.012345679
28995,84711,718,39.2,66250,25208,0.036211699,443,0,0,0,0.293453725,0.045146727,0.255079007,0.162528217,0.164785553,0.072234763,0.006772009,0
28996,84712,109,59.3,38125,22309,0.19266055,84,0,0,0.035714286,0.452380952,0.107142857,0.05952381,0.166666667,0.154761905,0,0,0.023809524
28997,84713,3521,32,52546,22296,0.080942914,2031,0,0.015755785,0.005416051,0.421467258,0.070408666,0.208271787,0.088626292,0.143771541,0.025603151,0,0.020679468
28998,84714,344,58.2,39844,23785,0.110465116,278,0.082733813,0,0,0.503597122,0,0.179856115,0,0.032374101,0.201438849,0,0
28999,84715,278,56.5,68393,36221,0.053956835,238,0,0,0,0.306722689,0.025210084,0.31512605,0.050420168,0.205882353,0.037815126,0,0.058823529
29000,84716,245,55.1,48125,30841,0.130612245,218,0,0,0,0.321100917,0.004587156,0.178899083,0.188073394,0.229357798,0.064220183,0.013761468,0
29001,84718,294,33.8,63333,22406,0.017006803,199,0,0,0,0.542713568,0.090452261,0.135678392,0.040201005,0.135678392,0.055276382,0,0
29003,84720,21533,26.7,46154,21188,0.242557934,11352,0,0.00440451,0.009778013,0.231324877,0.082892882,0.205866808,0.080514447,0.247797745,0.081395349,0.024665257,0.031360113
29004,84721,23086,28.5,47463,19954,0.176600537,12760,0.004231975,0.009482759,0.010188088,0.353996865,0.122727273,0.190517241,0.067711599,0.160893417,0.057053292,0.011912226,0.011285266
29005,84722,679,61.5,45000,27609,0.020618557,555,0,0,0,0.320720721,0.147747748,0.344144144,0.084684685,0.028828829,0.046846847,0.012612613,0.014414414
29006,84723,830,45.9,50875,19835,0.219277108,555,0,0,0.010810811,0.432432432,0.046846847,0.248648649,0.041441441,0.174774775,0.037837838,0.001801802,0.005405405
29007,84724,1208,40,52500,21712,0.10513245,811,0,0.032059186,0.05918619,0.49568434,0.018495684,0.17755857,0.14919852,0.067817509,0,0,0
29008,84725,1699,33.8,58938,19489,0.075927016,953,0,0,0.011542497,0.360965373,0.048268625,0.222455404,0.082896118,0.192025184,0.055613851,0,0.026232949
29009,84726,864,49.1,43950,28782,0.226851852,648,0,0,0,0.291666667,0.060185185,0.155864198,0.177469136,0.216049383,0.084876543,0,0.013888889
29010,84728,39,59.6,91071,49336,0,39,0,0,0,0.179487179,0,0.179487179,0,0.641025641,0,0,0
29011,84729,236,43.3,33438,17361,0.233050847,163,0.012269939,0,0,0.239263804,0.122699387,0.337423313,0.110429448,0.165644172,0.012269939,0,0
29012,84730,294,30.5,88750,29353,0.003401361,183,0,0,0,0.355191257,0.136612022,0.180327869,0.06010929,0.147540984,0.087431694,0,0.032786885
29013,84731,225,36.4,65000,17334,0,119,0,0,0,0.394957983,0.159663866,0.31092437,0,0.134453782,0,0,0
29016,84734,281,45,39000,19448,0.085409253,207,0.004830918,0,0,0.463768116,0.106280193,0.169082126,0.140096618,0.106280193,0.009661836,0,0
29017,84735,237,59.3,55179,26228,0,185,0,0,0.010810811,0.448648649,0.183783784,0.145945946,0.113513514,0.081081081,0.016216216,0,0
29018,84736,242,45.5,59464,25024,0.078512397,164,0,0.103658537,0,0.396341463,0.006097561,0.146341463,0.176829268,0.146341463,0.024390244,0,0
29019,84737,17541,38.8,53298,22478,0.102445699,11441,0.0088279,0.002796958,0.013110742,0.352416747,0.125338694,0.201031378,0.101389739,0.114587886,0.052005944,0.021501617,0.006992396
29020,84738,8517,43.8,57458,30380,0.091933779,6011,0.01097987,0.000166362,0,0.283646648,0.102977874,0.193644984,0.108301447,0.170687074,0.078023623,0.032274164,0.019297954
29021,84739,543,46.8,49479,28542,0.095764273,393,0.012722646,0.022900763,0.015267176,0.409669211,0.109414758,0.155216285,0.124681934,0.06870229,0.081424936,0,0
29022,84740,170,44.8,32500,8612,0.388235294,142,0.007042254,0,0,0.901408451,0.014084507,0.049295775,0.028169014,0,0,0,0
29023,84741,5981,43,48107,26219,0.126065875,4198,0.010004764,0,0.003334921,0.295855169,0.113387327,0.188661267,0.092663173,0.165316818,0.115054788,0.005955217,0.009766556
29024,84742,213,61.4,60833,29277,0.018779343,186,0,0,0,0.284946237,0.048387097,0.177419355,0.155913978,0.279569892,0.037634409,0.005376344,0.010752688
29026,84744,306,44.5,36705,14129,0.114379085,175,0,0,0,0.417142857,0.062857143,0.234285714,0.108571429,0.085714286,0.068571429,0.022857143,0
29027,84745,4312,35.9,51437,17633,0.146335807,2661,0.005636979,0.018789929,0.019917324,0.447951898,0.11574596,0.130777903,0.121758737,0.099210823,0.025930101,0.006012777,0.008267569
29028,84746,933,60,47288,32045,0.097534834,815,0,0,0.09202454,0.360736196,0.034355828,0.179141104,0.085889571,0.165644172,0.062576687,0.01595092,0.003680982
29029,84747,1287,33.6,44375,21167,0.093240093,784,0,0.003826531,0,0.341836735,0.045918367,0.241071429,0.156887755,0.18877551,0.021683673,0,0
29030,84749,287,41.5,75865,28503,0.020905923,187,0,0,0,0.28342246,0.112299465,0.192513369,0.235294118,0.144385027,0.005347594,0,0.026737968
29031,84750,785,40.4,38056,15233,0.059872611,592,0,0,0,0.592905405,0.030405405,0.155405405,0.013513514,0.157094595,0.04222973,0.008445946,0
29032,84751,1991,30.5,58000,22459,0.081868408,1117,0.008952551,0.00179051,0.000895255,0.475380483,0.065353626,0.128916741,0.091316025,0.196060877,0.02954342,0.00179051,0
29033,84752,905,40.6,53036,23242,0.083977901,594,0,0.011784512,0.006734007,0.430976431,0.069023569,0.21043771,0.063973064,0.138047138,0.060606061,0,0.008417508
29035,84754,3841,38.3,59648,24682,0.0804478,2526,0.008709422,0.000791766,0,0.373317498,0.097387173,0.196753761,0.133016627,0.110055424,0.065716548,0.013460016,0.000791766
29036,84755,47,70.1,72917,29702,0,34,0,0,0,0.323529412,0.205882353,0.323529412,0.088235294,0.058823529,0,0,0
29037,84756,349,60.2,56481,23104,0.014326648,349,0,0,0,0.260744986,0.197707736,0.395415473,0.042979943,0.103151862,0,0,0
29038,84757,1111,48.5,56641,25273,0.110711071,787,0.01270648,0,0,0.273189327,0.127064803,0.185514612,0.109275731,0.163913596,0.017789072,0.052096569,0.058449809
29039,84758,585,32.1,59688,21488,0.095726496,366,0.008196721,0,0.005464481,0.404371585,0.193989071,0.199453552,0.032786885,0.133879781,0.021857923,0,0
29040,84759,2098,36.1,43750,21637,0.234985701,1319,0,0,0.017437453,0.489006823,0.06520091,0.141774071,0.050037908,0.181956027,0.038665656,0.012888552,0.0030326
29041,84760,506,51,63036,25510,0.077075099,368,0.008152174,0.005434783,0.010869565,0.467391304,0.108695652,0.1875,0.10326087,0.081521739,0.02173913,0,0.005434783
29042,84761,3250,45.3,42171,23271,0.045846154,2145,0,0.007925408,0,0.352447552,0.074592075,0.257808858,0.131468531,0.136130536,0.03962704,0,0
29044,84763,319,57.2,46250,26886,0.053291536,254,0.035433071,0,0,0.066929134,0.059055118,0.220472441,0.149606299,0.38976378,0.05511811,0,0.023622047
29045,84764,270,27.7,66065,25250,0.137037037,161,0,0,0,0.51552795,0,0.099378882,0.180124224,0.204968944,0,0,0
29046,84765,6689,35.6,84175,32379,0.03094633,4110,0.003163017,0.003649635,0.007542579,0.205352798,0.056447689,0.16593674,0.181021898,0.227007299,0.10486618,0.031143552,0.013868613
29047,84766,344,26.4,41750,15753,0,178,0,0,0,0.320224719,0,0.280898876,0.264044944,0,0.134831461,0,0
29048,84767,540,48.8,58092,64724,0.183333333,391,0,0,0,0.20971867,0.076726343,0.268542199,0.035805627,0.273657289,0.071611253,0.063938619,0
29049,84770,41454,34.6,51123,24570,0.159116129,25713,0.007350368,0.007389258,0.012017268,0.285847626,0.098588263,0.1820091,0.139229184,0.166919457,0.060864154,0.019834325,0.019950998
29050,84772,260,51.8,41250,24936,0.05,190,0,0,0,0.542105263,0.157894737,0.157894737,0.073684211,0.031578947,0.036842105,0,0
29051,84773,260,33.5,40577,16963,0.080769231,183,0.049180328,0,0,0.103825137,0.081967213,0.295081967,0.027322404,0.415300546,0.027322404,0,0
29052,84774,2011,38.2,77821,29176,0.057682745,1240,0,0,0.008064516,0.250806452,0.083064516,0.22016129,0.115322581,0.230645161,0.073387097,0.006451613,0.012096774
29053,84775,301,59.2,29702,21197,0.129568106,249,0,0,0,0.381526104,0.036144578,0.152610442,0.064257028,0.21686747,0.148594378,0,0
29054,84776,619,44.1,60625,21299,0.082390953,398,0.01758794,0,0,0.344221106,0.077889447,0.221105528,0.085427136,0.153266332,0.092964824,0,0.007537688
29055,84779,600,50.4,65313,26274,0.063333333,452,0,0.046460177,0,0.331858407,0.132743363,0.086283186,0.188053097,0.188053097,0.015486726,0.004424779,0.006637168
29056,84780,24872,33,57740,30732,0.10192184,15382,0.010401768,0.005005851,0.012482122,0.238915616,0.11929528,0.161097387,0.132362502,0.191327526,0.095501235,0.021778702,0.011832011
29058,84782,932,40.9,81496,28481,0,751,0.017310253,0,0,0.302263648,0.051930759,0.197070573,0.186418109,0.131824234,0.050599201,0.062583222,0
29059,84783,849,59.6,47045,29860,0.067137809,753,0,0,0,0.407702523,0.070385126,0.175298805,0.088977424,0.13811421,0.119521912,0,0
29060,84784,2916,15.7,57941,7172,0.385802469,858,0,0,0.24009324,0.403263403,0.057109557,0.15967366,0.076923077,0.047785548,0.015151515,0,0
29061,84790,44224,38.6,59861,27829,0.122625724,29100,0.007628866,0.005841924,0.009381443,0.258178694,0.103814433,0.197079038,0.121890034,0.179690722,0.082611684,0.014948454,0.018934708
29062,85003,8419,39.5,42936,37766,0.196222829,6750,0.021037037,0.030222222,0.019703704,0.268296296,0.05037037,0.178814815,0.045185185,0.225037037,0.104444444,0.034222222,0.022666667
29063,85004,6552,30.2,35739,31227,0.283424908,3993,0.010768845,0.030553469,0.040821438,0.273478588,0.049837215,0.123215627,0.036814425,0.289256198,0.080641122,0.046331079,0.018281993
29064,85006,28176,30.8,35597,18335,0.380962521,17704,0.039369634,0.125960235,0.059534568,0.323542702,0.051570267,0.135732038,0.045695888,0.151717126,0.048294171,0.010675554,0.007907817
29065,85007,14751,32.7,32964,21958,0.350552505,9519,0.034247295,0.07952516,0.048219351,0.358020801,0.055047799,0.149805652,0.038869629,0.143922681,0.048114298,0.034667507,0.009559828
29066,85008,62992,28.8,39996,18661,0.2874492,37578,0.022087392,0.083027303,0.04148704,0.389775933,0.053701634,0.173292884,0.054659641,0.131779233,0.03541966,0.009420406,0.005348874
29067,85009,49536,28.5,30760,13550,0.353742733,28249,0.060533116,0.159156076,0.065595242,0.452830189,0.047470707,0.117526284,0.036107473,0.041169599,0.015009381,0.004318737,0.000283196
29068,85012,7012,42.5,67230,53630,0.117512835,5598,0.012683101,0.004287245,0.001071811,0.144337263,0.044837442,0.115755627,0.108074312,0.295998571,0.153983566,0.079849946,0.039121115
29069,85013,20902,39.3,55585,41512,0.15003349,15899,0.004968866,0.009371659,0.003585131,0.212214605,0.058997421,0.182338512,0.076671489,0.259701868,0.125668281,0.043965029,0.022517139
29070,85014,27395,36.4,50107,33350,0.18945063,20122,0.026140543,0.029370838,0.015704204,0.239936388,0.044230196,0.177268661,0.07270649,0.239886691,0.105804592,0.038713846,0.010237551
29071,85015,39866,32,34636,19308,0.317187578,24761,0.042163079,0.030733815,0.056863616,0.388110335,0.080731796,0.138928153,0.086466621,0.109365535,0.053067324,0.00961189,0.003957837
29072,85016,35167,38.4,56423,44495,0.172377513,26289,0.009966146,0.021415801,0.015824109,0.234775001,0.060139222,0.152192932,0.070713987,0.277796797,0.099204991,0.047624482,0.010346533
29073,85017,41993,26.4,32237,13334,0.334865335,21908,0.044139127,0.083668066,0.102428337,0.459968961,0.072439292,0.101515428,0.062488589,0.052948695,0.015610736,0.004427606,0.000365163
29074,85018,38833,38.4,66150,51784,0.111606108,28030,0.009846593,0.015340706,0.007563325,0.208776311,0.043489119,0.165358544,0.066963967,0.302711381,0.100606493,0.056368177,0.022975384
29075,85019,26659,28.7,38363,14276,0.332195506,15115,0.032881244,0.140721138,0.067548793,0.426662256,0.06430698,0.124512074,0.048891829,0.072973867,0.019715514,0.000860073,0.000926232
29076,85020,34782,42.5,53091,36727,0.163015353,25370,0.017619235,0.009459992,0.012928656,0.28419393,0.052502956,0.170595191,0.077098936,0.212613323,0.100827749,0.045171462,0.016988569
