index,Zip Code Tabulation Area,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Population 25 and Over,Rate 25 and Over w/ less than 1st grade,Rate 25 and Over w/ Some or Completed Elementary School,Rate 25 and Over w/ Some or Completed Middle School,Rate 25 and Over w/ Some or Completed High School or Equivalent,"Rate 25 and Over w/ Some college, less than 1 year","Rate 25 and Over w/ Some college, 1 or more years",Rate 25 and Over w/ Associate's degree,Rate 25 and Over w/ Bachelor's degree,Rate 25 and Over w/ Master's degree,Rate 25 and Over w/ Professional school degree,Rate 25 and Over w/ Doctorate degree
29801,89002,34953,37.3,79966,34030,0.056390009,22820,0.003812445,0.00324277,0.007186678,0.330631025,0.091498685,0.204732691,0.095968449,0.157537248,0.084268186,0.013146363,0.00797546
29802,89003,881,42.5,32743,27641,0.130533485,635,0,0.081889764,0,0.458267717,0,0.329133858,0.015748031,0.074015748,0.040944882,0,0
29803,89004,347,54.7,74531,79705,0.135446686,267,0,0.056179775,0,0.423220974,0,0.108614232,0.037453184,0.183520599,0.149812734,0,0.041198502
29804,89005,15680,52.8,60870,35101,0.099043367,11977,0.006846456,0.004258161,0.004508642,0.334140436,0.112131586,0.157301495,0.077398347,0.17408366,0.091425232,0.012774484,0.025131502
29806,89008,1324,45.7,45500,26441,0.143504532,929,0,0,0.019375673,0.367061356,0.043057051,0.304628633,0.102260495,0.053821313,0.09795479,0,0.011840689
29807,89010,487,46.7,46250,23007,0.080082136,369,0,0.040650407,0.067750678,0.490514905,0.027100271,0.10298103,0.048780488,0.16802168,0.037940379,0.016260163,0
29808,89011,25826,40.5,64981,39146,0.103461628,18890,0.010269984,0.022075172,0.005823187,0.322233986,0.089465326,0.19454738,0.070354685,0.17787189,0.074219164,0.019692959,0.013446268
29809,89012,35075,43.7,74170,41998,0.073841768,25746,0.010758953,0.00396178,0.002835392,0.247106347,0.07057407,0.173658044,0.105026023,0.239415832,0.094072866,0.032626427,0.019964266
29810,89013,363,37,34375,20468,0.112947658,269,0,0.003717472,0,0.457249071,0.152416357,0.163568773,0.059479554,0.104089219,0.059479554,0,0
29811,89014,39698,37.5,58369,31557,0.10708348,27469,0.008445884,0.018129528,0.002439113,0.343077651,0.087444028,0.179074593,0.080781972,0.178492118,0.077141505,0.014343442,0.010630165
29812,89015,42748,41.4,55164,25282,0.144217273,30154,0.008954036,0.005903031,0.013530543,0.471181269,0.074318498,0.180506732,0.081813358,0.102838761,0.05173443,0.005737216,0.003482125
29813,89017,102,63.8,62944,29616,0,102,0,0,0,0.274509804,0,0.303921569,0.333333333,0.088235294,0,0,0
29814,89018,4837,34.7,57321,10971,0.021087451,3878,0.001805054,0.017534812,0.014440433,0.6585869,0.054925219,0.164259928,0.03171738,0.049767922,0.006962352,0,0
29815,89019,2376,53,47177,65843,0.18476431,1813,0,0.003861004,0.024269167,0.658576944,0.076116933,0.130722559,0.016547159,0.078874793,0.01103144,0,0
29816,89020,1407,29.4,42778,17602,0.353944563,733,0.051841746,0.141882674,0.083219645,0.425648022,0.07366985,0.141882674,0,0.020463847,0.017735334,0.031377899,0.012278308
29817,89021,3400,32.6,90719,28148,0.050294118,1981,0,0,0.005047956,0.336698637,0.075214538,0.272084806,0.112569409,0.112064614,0.074709743,0,0.011610298
29819,89025,1171,31.4,62500,21019,0.090520922,766,0.04308094,0.026109661,0.002610966,0.567885117,0.023498695,0.231070496,0.016971279,0.08616188,0.002610966,0,0
29821,89027,17904,60.2,50597,28593,0.087969169,14047,0.01174628,0.02363494,0.009895351,0.351605325,0.097458532,0.193422083,0.075460953,0.14665053,0.068413184,0.011461522,0.010251299
29822,89029,7707,62,34195,24780,0.148176982,6906,0.004923255,0.012018535,0.010860122,0.476831741,0.086736171,0.191717347,0.082826528,0.089342601,0.029684332,0.009991312,0.005068057
29823,89030,48382,30,35028,13874,0.310652722,27773,0.048824398,0.136751521,0.044323624,0.54715011,0.042127246,0.111871242,0.031289382,0.028732942,0.006949195,0.001152198,0.000828142
29824,89031,68201,33.9,64278,24344,0.086157094,42726,0.018817582,0.015470674,0.012802509,0.387305154,0.082455648,0.203810326,0.092777232,0.129242148,0.046412021,0.008074709,0.002831999
29825,89032,44034,35.3,59427,22865,0.105736476,28133,0.02356663,0.027903174,0.020403085,0.469981872,0.065190346,0.177087406,0.076244979,0.102228699,0.029040628,0.005971635,0.002381545
29826,89039,140,70.7,27917,24265,0.178571429,140,0,0,0,0.535714286,0.035714286,0.307142857,0.035714286,0,0.085714286,0,0
29827,89040,3632,47.7,63089,26163,0.083700441,2598,0,0.010777521,0.007698229,0.40569669,0.040415704,0.315242494,0.072748268,0.071208622,0.06812933,0.008083141,0
29828,89042,990,44.8,63061,30372,0.037373737,662,0,0,0.025679758,0.439577039,0.055891239,0.173716012,0.104229607,0.117824773,0.083081571,0,0
29829,89043,1317,50.4,49583,25148,0,1103,0,0,0.022665458,0.578422484,0.013599275,0.195829556,0.062556664,0.093381686,0.033544878,0,0
29830,89044,20406,52.2,82144,46450,0.04415368,16165,0.002041448,0.005505722,0.00241262,0.211011444,0.081657903,0.180389731,0.08369935,0.284379833,0.097618311,0.029941231,0.021342406
29831,89045,2051,42.3,88400,36847,0.009263774,1425,0,0.006315789,0.050526316,0.458245614,0.10245614,0.161403509,0.072280702,0.129122807,0.019649123,0,0
29832,89046,316,60.7,31813,31604,0.028481013,280,0,0,0,0.653571429,0.060714286,0.060714286,0.107142857,0.1,0.017857143,0,0
29833,89047,115,55.3,58750,46920,0,115,0,0,0,0.47826087,0.069565217,0.373913043,0.026086957,0.052173913,0,0,0
29834,89048,21408,52.4,43164,23859,0.169002242,16207,0.018325415,0.014376504,0.010119084,0.46868637,0.086197322,0.176775467,0.105880175,0.095946196,0.017893503,0.003085087,0.002714876
29835,89049,2554,41.2,36599,23508,0.109240407,1967,0.00965938,0.001016777,0.004575496,0.564819522,0.067615658,0.180477885,0.087951195,0.066090493,0.013218099,0.004575496,0
29836,89052,54586,44.3,80984,45828,0.058183417,39635,0.005172196,0.005323578,0.001412893,0.230907027,0.07258736,0.17090955,0.095395484,0.25030907,0.105588495,0.034514949,0.0278794
29838,89060,9042,57.4,38891,22318,0.224397257,7554,0.001456182,0.004633307,0.005162828,0.53388933,0.115700291,0.179375165,0.08803283,0.044612126,0.019724649,0.007413291,0
29839,89061,5828,60.7,54710,29491,0.06297186,4835,0.011375388,0,0.003102378,0.381178904,0.119131334,0.199793175,0.119131334,0.110858325,0.0442606,0.006411582,0.00475698
29840,89074,49397,41.7,71805,38805,0.07405308,36457,0.009518062,0.007543133,0.00581507,0.283758949,0.066818444,0.206462408,0.080204076,0.209040788,0.086320871,0.029377074,0.015141125
29841,89081,36060,29.9,65322,23966,0.142678869,20638,0.015989922,0.017492005,0.010223859,0.400038763,0.063232871,0.204137998,0.090076558,0.144781471,0.04724295,0.004700068,0.002083535
29842,89084,27218,36,75571,33521,0.080167536,18200,0.008956044,0.010659341,0.004835165,0.251978022,0.096813187,0.204505495,0.114285714,0.193296703,0.086593407,0.020384615,0.007692308
29843,89085,3848,36.5,121609,36199,0.01481289,2594,0.0154202,0.00693909,0.01464919,0.304163454,0.087509638,0.1538165,0.117193524,0.203161141,0.070547417,0.026599846,0
29844,89086,6060,26,58577,20151,0.202640264,3202,0.009993754,0.005621487,0.003123048,0.359775141,0.067770144,0.214865709,0.112429731,0.132729544,0.081511555,0,0.012179888
29845,89101,41600,34.3,25245,15685,0.291442308,27725,0.025356177,0.102723174,0.043787196,0.51166817,0.045807033,0.1496844,0.041190261,0.060234445,0.01374211,0.004508566,0.001298467
29846,89102,38637,35.6,35627,20517,0.282863576,25223,0.030170876,0.07199778,0.017166872,0.454981564,0.056218531,0.161995005,0.044681442,0.11386433,0.032708242,0.008880783,0.007334576
29847,89103,52149,37.9,40261,23287,0.159044277,36746,0.02985359,0.029445382,0.01344364,0.443395199,0.069095956,0.181135362,0.068388396,0.121074403,0.030533936,0.009960268,0.003673869
29848,89104,38703,39.6,35484,18927,0.254243857,26758,0.030570297,0.089393826,0.026870469,0.470700351,0.056954929,0.140742955,0.049069437,0.105314299,0.019769788,0.008894536,0.001719112
29849,89106,26018,32.4,30444,16293,0.317779998,16040,0.036284289,0.074127182,0.027618454,0.480985037,0.060598504,0.170822943,0.059850374,0.067456359,0.013778055,0.004800499,0.003678304
29850,89107,38165,35,40605,20205,0.202148565,24926,0.027802295,0.054842333,0.018976169,0.482107037,0.062705609,0.172630988,0.056005777,0.077830378,0.033619514,0.0096285,0.0038514
29851,89108,73678,35,46759,21996,0.188618041,48054,0.029737379,0.044304324,0.014483706,0.457839098,0.078744745,0.164190286,0.078058018,0.094934865,0.030320057,0.004869522,0.002518001
29852,89109,7844,43.7,43206,50420,0.182687404,6526,0.012258658,0.072939013,0.010879559,0.245632853,0.050873429,0.131474104,0.048115231,0.261262642,0.07661661,0.06849525,0.021452651
29853,89110,71573,30.9,44406,19112,0.213739818,42026,0.038999667,0.101365821,0.033598249,0.473302241,0.056702993,0.146123828,0.054918384,0.066506448,0.020630086,0.005877314,0.001974968
29854,89113,30626,36.6,72212,37435,0.086691047,22122,0.016725432,0.006644969,0.008724347,0.301600217,0.068438658,0.193788988,0.091447428,0.220007233,0.059217069,0.027890787,0.005514872
29855,89115,61811,27.8,36050,14923,0.299250942,34478,0.033963687,0.094205,0.029555079,0.495968444,0.056876849,0.159144962,0.057688961,0.0471025,0.018504554,0.005133708,0.001856256
29856,89117,55061,42.5,57954,39846,0.126586876,41636,0.009414929,0.006700932,0.006893073,0.312614084,0.078225574,0.188394658,0.078177539,0.213589202,0.064463445,0.030478432,0.011048131
29857,89118,22105,38.3,55444,30107,0.120787152,16480,0.017961165,0.015473301,0.007706311,0.365473301,0.08288835,0.211953883,0.085254854,0.148179612,0.043932039,0.009283981,0.011893204
29858,89119,52278,34.4,34312,20230,0.252132828,35652,0.020700101,0.072113766,0.016661057,0.398603164,0.074329631,0.184337485,0.05413441,0.132222596,0.033322114,0.00622686,0.007348816
29859,89120,25124,41.3,49267,28040,0.153558351,18353,0.014983926,0.014330082,0.010842914,0.415299951,0.073993353,0.176755844,0.057919686,0.154688607,0.059009426,0.015910205,0.006266006
29860,89121,64340,40.1,39528,22495,0.191451663,44860,0.023740526,0.047481052,0.020931788,0.461747659,0.0679893,0.172759697,0.048216674,0.100245207,0.040169416,0.010164958,0.006553723
29861,89122,49934,37,45708,22797,0.165418352,34194,0.01976955,0.029186407,0.011317775,0.423875534,0.077352752,0.189887115,0.084137568,0.116189975,0.035649529,0.008393285,0.00424051
29862,89123,60138,39.1,66710,34983,0.088646114,43798,0.013105621,0.00840221,0.006575643,0.315379698,0.08858852,0.204370063,0.084159094,0.191241609,0.055664642,0.023494223,0.009018677
29863,89124,1051,53.7,100139,57255,0.092293054,842,0.042755344,0.002375297,0,0.271971496,0.079572447,0.193586698,0.032066508,0.262470309,0.083135392,0.019002375,0.013064133
29864,89128,36753,39.6,58575,33687,0.126629119,26272,0.014806638,0.014121498,0.008906821,0.298949452,0.079856882,0.185482643,0.072206151,0.199223508,0.088192753,0.026035323,0.012218331
29865,89129,56716,38.6,71464,32538,0.099689682,38032,0.010964451,0.005784602,0.006468237,0.29627682,0.088294068,0.194073412,0.104043963,0.202539966,0.066601809,0.019904291,0.00504838
29866,89130,35776,41,64480,29697,0.100178891,25261,0.014884605,0.012073948,0.007402716,0.363841495,0.075016824,0.213768259,0.09374134,0.125331539,0.073393769,0.011519734,0.009025771
29867,89131,48710,39.7,93337,36692,0.048942722,32464,0.010719566,0.003788812,0.004651306,0.276336865,0.083323066,0.210540907,0.101219813,0.194677181,0.088282405,0.018050764,0.008409315
29868,89134,24410,63.2,66904,47725,0.050389185,20933,0.00687909,0.008216691,0.006162519,0.242870109,0.063488272,0.175798978,0.082931257,0.254526346,0.100606698,0.041943343,0.016576697
29869,89135,27654,46.3,89046,61379,0.067802126,20925,0.004587814,0.001959379,0.002150538,0.194886499,0.05916368,0.160621266,0.087646356,0.265519713,0.143703704,0.053046595,0.026714456
29870,89138,16498,37,112972,55687,0.053461026,10701,0.010466312,0.003177273,0.002803476,0.129333707,0.06391926,0.16325577,0.06391926,0.338659938,0.122885712,0.069526213,0.032053079
29871,89139,40490,33.6,75022,29874,0.069375154,26708,0.025235884,0.014939344,0.00381908,0.309270631,0.063875992,0.18331586,0.09776097,0.224389696,0.0575483,0.016774,0.003070241
29872,89141,33008,35.9,88242,38436,0.046049443,22085,0.005841069,0.009508716,0.002173421,0.250713154,0.07154177,0.212859407,0.102060222,0.241023319,0.075481096,0.019062712,0.009735114
29873,89142,35376,32.3,48994,20695,0.15945839,22132,0.032080246,0.055123803,0.018118561,0.466247967,0.07292608,0.14336707,0.077534791,0.109118019,0.0204681,0.004699078,0.000316284
29874,89143,13159,33.8,83650,34176,0.047723991,8353,0.006464743,0.006225308,0.003830959,0.280498025,0.0822459,0.209385849,0.109541482,0.190231055,0.089428948,0.013767509,0.008380223
29875,89144,19787,43.3,86780,50694,0.059331885,13837,0.00599841,0.00520344,0.00484209,0.236539712,0.061718581,0.157909952,0.068801041,0.286622823,0.094240081,0.055431091,0.02269278
29876,89145,24385,44.3,57822,35866,0.110518762,18133,0.012132576,0.020349639,0.011746539,0.346826228,0.091766393,0.177466498,0.085700105,0.153587382,0.061710693,0.031654994,0.007058953
29877,89146,18927,40.5,48291,27102,0.155069477,13431,0.031717668,0.024421115,0.019209292,0.383813566,0.055021964,0.184573003,0.098577917,0.127466309,0.050107959,0.021517385,0.003573822
29878,89147,53140,39.6,54722,28165,0.122374859,38802,0.021107159,0.024302871,0.012447812,0.395855884,0.075408484,0.182928715,0.083062729,0.149863409,0.042600897,0.008375857,0.004046183
29879,89148,52967,34.1,73486,29925,0.096871637,34965,0.012155012,0.013556414,0.008494208,0.277820678,0.062176462,0.20955241,0.09037609,0.234205634,0.065722866,0.014528815,0.011411411
29880,89149,39372,37.2,72318,36157,0.066366961,26667,0.011324858,0.004049949,0.004387445,0.29680879,0.074136573,0.189747628,0.100686241,0.213334833,0.073349083,0.023549706,0.008624892
29881,89156,29323,33.8,47641,20237,0.188316339,18420,0.028773073,0.064603692,0.015960912,0.458849077,0.064929425,0.190228013,0.0665038,0.079424539,0.025461455,0.003474484,0.001791531
29882,89161,209,45.2,50313,114233,0.138755981,145,0,0,0,0.262068966,0.151724138,0.096551724,0,0.103448276,0.282758621,0.103448276,0
29883,89166,22225,32,90041,32682,0.049673791,14389,0.005559803,0.00590729,0.003961359,0.30731809,0.07352839,0.194593092,0.107165196,0.204461742,0.08367503,0.005976788,0.007853221
29884,89169,21589,33.4,29414,20619,0.299458057,14297,0.020283976,0.101559768,0.01238022,0.453521718,0.06134154,0.14744352,0.058263971,0.105966287,0.020913478,0.014268728,0.004056795
29885,89178,37116,34.1,82554,33219,0.065335704,25019,0.012870219,0.014349095,0.003757145,0.289899676,0.051800632,0.193612854,0.112794276,0.237379592,0.064231184,0.014668852,0.004636476
29886,89179,6934,31.3,92634,33104,0.068214595,4446,0.014619883,0.006747638,0.003148898,0.23594242,0.054430949,0.192757535,0.116734143,0.221097616,0.111785875,0.026090868,0.016644175
29887,89183,40511,32.2,65491,30168,0.110685987,26130,0.015882128,0.013432836,0.003291236,0.329353234,0.082280903,0.210562572,0.088251052,0.184424034,0.048564868,0.012629162,0.011327976
29889,89301,7901,38.3,64128,26401,0.10112644,5757,0.005037346,0.016849053,0.025360431,0.487406635,0.069133229,0.145735626,0.101268022,0.102310231,0.035087719,0,0.011811707
29892,89314,299,37.3,48636,26977,0.130434783,216,0.013888889,0.018518519,0,0.560185185,0.060185185,0.199074074,0.092592593,0.027777778,0.027777778,0,0
29893,89316,1272,44.5,80333,34630,0.080974843,903,0,0.019933555,0,0.408637874,0,0.305647841,0.107419712,0.148394241,0,0,0.009966777
29894,89317,278,64.9,67212,27384,0.165467626,231,0,0,0,0.45021645,0.125541126,0.324675325,0.0995671,0,0,0,0
29895,89318,1271,37.8,55163,25989,0.027537372,840,0,0,0.005952381,0.520238095,0.04047619,0.208333333,0.044047619,0.155952381,0.025,0,0
29896,89319,142,63.4,66818,29744,0.084507042,142,0,0,0,0.147887324,0.281690141,0.464788732,0,0,0.105633803,0,0
29898,89403,15775,44.2,61992,28912,0.101489699,11682,0.014124294,0.003766478,0.009244992,0.384865605,0.109827084,0.187724705,0.146721452,0.091080294,0.042544085,0.004451293,0.005649718
29900,89405,145,19.9,75129,20244,0,70,0,0,0,0.228571429,0,0.357142857,0.414285714,0,0,0,0
29901,89406,23972,39.6,51638,26609,0.124770566,16466,0.005769464,0.022652739,0.01208551,0.373618365,0.110834447,0.190938904,0.109194704,0.121948257,0.035467023,0.014514758,0.002975829
29902,89408,19951,39.6,63523,26735,0.093378778,13680,0.010087719,0.003216374,0.014473684,0.45621345,0.074780702,0.222002924,0.090789474,0.096637427,0.025219298,0.003508772,0.003070175
29903,89409,162,60.6,55565,91251,0.160493827,162,0,0,0,0.666666667,0.080246914,0.092592593,0.160493827,0,0,0,0
29904,89410,11172,49.4,60116,31793,0.112423917,8286,0.003982621,0.019430364,0.001568911,0.316799421,0.095703596,0.189234854,0.111272025,0.168235578,0.070359643,0.01339609,0.010016896
29905,89411,635,61.6,158500,77145,0.042519685,507,0,0,0.041420118,0.096646943,0.041420118,0.226824458,0.094674556,0.297830375,0.063116371,0.071005917,0.067061144
29907,89413,571,61.4,91184,85971,0.014010508,520,0,0,0,0.184615385,0,0.103846154,0.109615385,0.409615385,0.132692308,0.059615385,0
29908,89414,179,55.5,44250,25812,0.122905028,158,0,0,0,0.53164557,0.037974684,0.329113924,0,0.101265823,0,0,0
29909,89415,3111,54.4,50132,25584,0.156862745,2536,0.003548896,0,0.009858044,0.449921136,0.072949527,0.208201893,0.079652997,0.126577287,0.043375394,0,0.005914826
29911,89419,5523,42.4,49265,17382,0.107731305,4355,0.004362801,0.056486797,0.029391504,0.454879449,0.069804822,0.175200918,0.07141217,0.084270953,0.050516648,0.001377727,0.002296211
29913,89421,578,48.5,53266,17699,0.259515571,387,0,0.007751938,0.002583979,0.726098191,0.036175711,0.144702842,0.015503876,0.028423773,0.023255814,0.002583979,0.012919897
29914,89422,111,58.5,50278,35300,0,78,0,0,0,0.730769231,0.192307692,0.076923077,0,0,0,0,0
29915,89423,10345,56,75587,39657,0.079942001,8295,0.004219409,0.0013261,0.0039783,0.197950573,0.080409885,0.210729355,0.137432188,0.216515973,0.108499096,0.031464738,0.007474382
29916,89424,275,33,32344,16369,0.218181818,192,0,0.020833333,0.020833333,0.572916667,0.020833333,0.161458333,0.078125,0.125,0,0,0
29917,89425,426,39.1,55865,25981,0.164319249,327,0.122324159,0.097859327,0,0.394495413,0.19266055,0.143730887,0.048929664,0,0,0,0
29919,89427,1207,31.3,25550,14556,0.451532726,716,0.008379888,0.00698324,0.004189944,0.569832402,0.111731844,0.187150838,0.061452514,0.046089385,0.004189944,0,0
29921,89429,7278,51.2,40921,22605,0.163918659,5622,0.005691925,0.001422981,0.024012807,0.416933476,0.123443614,0.206510139,0.094628246,0.096584845,0.027926005,0.001422981,0.001422981
29922,89430,393,45,153333,61701,0,308,0.035714286,0,0,0.246753247,0,0.172077922,0.188311688,0.113636364,0.159090909,0,0.084415584
29923,89431,38601,34.9,43539,22756,0.174736406,25013,0.029624595,0.060408588,0.024107464,0.475832567,0.078998921,0.141046656,0.067604845,0.089913245,0.023068005,0.005357214,0.0040379
29924,89433,21404,34.3,52359,20172,0.166324052,13526,0.03681798,0.044506876,0.037409434,0.46318202,0.092266746,0.162649712,0.072970575,0.060623983,0.022475233,0.004066243,0.003031199
29925,89434,25795,41,60914,31577,0.053963947,18641,0.009978005,0.010675393,0.010031651,0.332814763,0.106432058,0.195590365,0.112762191,0.156322086,0.04919264,0.011587361,0.004613486
29926,89436,42038,39.3,83125,36379,0.055973167,29342,0.008008997,0.007361461,0.004634994,0.257208098,0.089905255,0.207961284,0.098834435,0.215152341,0.089019153,0.01056506,0.01134892
29927,89438,108,42.7,68875,33358,0,76,0,0,0,0.368421053,0.381578947,0,0,0.25,0,0,0
29928,89439,1355,58.3,57879,38862,0.084870849,1126,0,0,0.017761989,0.286856128,0.024866785,0.288632327,0.086145648,0.163410302,0.095026643,0,0.037300178
29929,89440,902,49.5,57981,27472,0.114190687,714,0,0.005602241,0,0.261904762,0.095238095,0.159663866,0.086834734,0.323529412,0,0.067226891,0
29930,89441,12832,39.9,89338,36457,0.06701995,8474,0.006608449,0.002714185,0.007080481,0.297970262,0.082369601,0.225395327,0.10632523,0.166509323,0.083195657,0.018173236,0.003658249
29931,89442,1125,40.6,50524,21061,0.180444444,789,0,0,0.00887199,0.481622307,0.051964512,0.291508238,0.111533587,0.035487959,0.013941698,0.005069708,0
29932,89444,2650,60.7,54962,31322,0.116603774,2241,0.004016064,0.006247211,0.001784917,0.33601071,0.098616689,0.290941544,0.109772423,0.11155734,0.03525212,0.004016064,0.001784917
29933,89445,16189,35.6,72324,31464,0.103588857,10526,0.013300399,0.03268098,0.015105453,0.420862626,0.094052822,0.159699791,0.087212616,0.098612958,0.054626639,0.017480524,0.006365191
